"wave","EIrrad"
1645,0.225989682653909
1646,0.228945748239213
1647,0.228963828145644
1648,0.229027263770131
1649,0.225890305301417
1650,0.229678283592735
1651,0.224907670295516
1652,0.228380931363758
1653,0.22663198805453
1654,0.226917957394198
1655,0.224857458414987
1656,0.226978233894464
1657,0.227000131841117
1658,0.225900586105859
1659,0.223922674151083
1660,0.224878146081931
1661,0.22601309048555
1662,0.224960494584085
1663,0.22320810752257
1664,0.222979008724795
1665,0.2220017678598
1666,0.220042831882117
1667,0.220795654925778
1668,0.216273986967129
1669,0.217462798675147
1670,0.221993098007354
1671,0.22055605969111
1672,0.212782102858898
1673,0.214961252377525
1674,0.218029465890025
1675,0.213402083245505
1676,0.210142422549245
1677,0.21399987520125
1678,0.21345549250165
1679,0.210909514958844
1680,0.203992415244207
1681,0.197116042279799
1682,0.202096092100677
1683,0.207350622436061
1684,0.210857963290013
1685,0.212015759227242
1686,0.209961927467195
1687,0.210811262987275
1688,0.210875664891251
1689,0.20736597924186
1690,0.207673662510196
1691,0.210904934927945
1692,0.212040343584554
1693,0.210894422889551
1694,0.211001173018263
1695,0.211062510881629
1696,0.210105479932772
