"wl","band1","band2","band3","band4","band5","band6","band7","band8","band9","band10","band11","band12","band13","band14","band15","band16","band17","band18","band19","band20","band21","band22","band23","band24","band25","band26","band27","band28","band29","band30","band31","band32","band33","band34","band35","band36","band37","band38","band39","band40","band41","band42","band43","band44","band45","band46","band47","band48","band49","band50","band51","band52","band53","band54","band55","band56","band57","band58","band59","band60","band61","band62","band63","band64","band65","band66","band67","band68","band69","band70","band71","band72","band73","band74","band75","band76","band77","band78","band79","band80","band81","band82","band83","band84","band85","band86","band87","band88","band89","band90","band91","band92","band93","band94","band95","band96","band97","band98","band99","band100","band101","band102","band103","band104","band105","band106","band107","band108","band109","band110","band111","band112","band113","band114","band115","band116","band117","band118","band119","band120","band121","band122","band123","band124","band125","band126","band127","band128","band129","band130","band131","band132","band133","band134","band135","band136","band137","band138","band139","band140","band141","band142","band143","band144","band145","band146","band147","band148","band149","band150","band151","band152","band153","band154","band155","band156","band157","band158","band159","band160","band161","band162","band163","band164","band165","band166","band167","band168","band169","band170","band171","band172","band173","band174","band175","band176","band177","band178","band179","band180","band181","band182","band183","band184","band185","band186","band187","band188","band189","band190","band191","band192","band193","band194","band195","band196","band197","band198","band199","band200","band201","band202","band203","band204","band205","band206","band207","band208","band209","band210","band211","band212","band213","band214","band215","band216","band217","band218","band219","band220","band221","band222","band223","band224","band225","band226","band227","band228","band229","band230","band231","band232","band233","band234"
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23229321057659e-302,1.41855131397486e-276,3.52477361379211e-230,6.73108565709405e-201,5.94014267560028e-174,3.17703422567878e-148,2.08798212230312e-124,5.21929636869147e-104,7.83491921097702e-88,3.13439990059851e-66,8.388287194995e-54,2.9709888989299e-41,4.2765738551723e-30,3.89650479768714e-21,1.07461379123526e-13,2.07131571803928e-08,0.000126576377525442,0.0195025751268796,0.0691245057707332,0.00593214182382685,1.28665159834632e-05,7.25344169068314e-10,1.31076551151804e-15,6.2716617780691e-23,7.16405841063802e-32,3.04530505710059e-43,4.97823796506575e-55,7.02738282454044e-69,8.18085648749997e-85,1.49839372733992e-104,2.94829979307034e-125,4.9047433590035e-135,6.94312142049337e-154,1.59000873973969e-190,2.04846519796932e-216,2.43061033699884e-194,1.38219303092638e-214,4.07800476865005e-196,1.80545485081342e-223,3.87109229039056e-250,9.81939275591704e-272,7.17806529535963e-284,4.94065645841247e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28732493652406e-305,7.53907735973656e-280,4.63727514670354e-233,1.43670856184084e-203,2.03181271837813e-176,1.77992722790012e-150,1.91869671630752e-126,7.34821319139361e-106,1.53848922188794e-89,1.19593189126738e-67,4.31294267135823e-55,2.2686577625095e-42,4.95684367749957e-31,6.60669987062165e-22,2.71839765992346e-14,7.38006776668395e-09,6.44290820075166e-05,0.014239228336575,0.0719495369338652,0.00876307519754681,2.68870931106479e-05,2.14061739516426e-09,5.3951747345078e-15,3.60153011426116e-22,5.76515264645897e-31,3.62112979147552e-42,8.14629561340011e-54,1.62211364402153e-67,2.72546416125431e-83,7.85105424677937e-103,2.36401695977654e-123,3.90065094691573e-133,6.99153055940965e-152,3.33393880503053e-188,6.21857201640734e-214,1.44208314673991e-191,1.09039917476379e-211,1.28696497863422e-193,8.65770703636769e-221,2.69165456170837e-247,8.2988457100411e-269,5.71801121703108e-281,9.02657934951957e-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90609058434191e-309,3.83173279960138e-283,5.85243675250709e-236,2.94345299026713e-206,6.6747147101205e-179,9.58515937529759e-153,1.69630443370921e-128,9.95698022640152e-108,2.90656950588788e-91,4.40354524142829e-69,2.13836886986183e-56,1.67117719706958e-43,5.54701883599105e-32,1.08191056588194e-22,6.64792909004751e-15,2.54124662671512e-09,3.16978473445577e-05,0.010053252394641,0.0724535586005134,0.0125243509003327,5.43688006127657e-05,6.11369030489654e-09,2.14994766885728e-14,2.00288531385918e-21,4.49346330140337e-30,4.16774990041222e-41,1.29069744229602e-52,3.62541727137748e-66,8.78974889779343e-82,3.9784603308081e-101,1.83199679517829e-121,3.00605961302234e-131,6.82817495189438e-150,6.76305843467489e-186,1.82603748119918e-211,8.16861358412498e-189,8.21762537677987e-209,3.91297865099805e-191,3.99859118201348e-218,1.8023733982312e-244,6.76072110875924e-266,4.40029718726473e-278,1.24534433723568e-317,6.07700744384733e-322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78917529133516e-312,1.8624134566953e-286,7.08521153024122e-239,5.78829144329122e-209,2.10593021852441e-181,4.96150197877753e-155,1.44284331167798e-130,1.29852300645913e-109,5.28315420387589e-93,1.56474096016617e-70,1.02235118588055e-57,1.18757644771812e-44,5.99320633199967e-33,1.71117949440897e-23,1.57171059967584e-15,8.45679293820929e-10,1.50728764924707e-05,0.0068636061479377,0.0705874011535592,0.0173183930063368,0.000106384576195002,1.68980767879475e-08,8.29453661197726e-14,1.07867279162538e-20,3.39211277975629e-29,4.64305126457858e-40,1.98001510586672e-51,7.84555694890871e-65,2.74414308622113e-80,1.94978672029804e-99,1.37212604201012e-119,2.24490407218404e-129,6.46773026911251e-148,1.32726016162825e-183,5.18663454416202e-209,4.4176315726062e-186,5.91631342176654e-206,1.14622526760688e-188,1.77868477075929e-215,1.16227758557175e-241,5.30897429914799e-263,3.27128530095678e-275,1.65804488347501e-314,6.34459339763495e-319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24367327611345e-316,8.65686914401574e-290,8.2283193773274e-242,1.09256815335349e-211,6.38142222015227e-184,2.46856028727952e-157,1.18073504200462e-132,1.62985046114728e-111,9.23915345516006e-95,5.36570031803288e-72,4.71331136511778e-59,8.1411584989782e-46,6.25178436661405e-34,2.61394950422893e-24,3.59229173154368e-16,2.7198001645765e-10,6.92757213298944e-06,0.00453130984915243,0.0665319753617051,0.0231693382695188,0.000201432989015517,4.52002234928407e-08,3.09811998397298e-13,5.62584777706366e-20,2.48015065609607e-28,5.00667704766417e-39,2.94098174072906e-50,1.64391219306481e-63,8.29337548207149e-79,9.24153699438635e-98,9.93249786080339e-118,1.62456721887152e-127,5.94174540784641e-146,2.51997586584415e-181,1.42501209344018e-206,2.2809392795339e-183,4.06911549486634e-203,3.23485059647579e-186,7.62041869792113e-213,7.21796221369546e-239,4.01856036388191e-260,2.34938527828569e-272,2.12995516369446e-311,6.41446159212846e-316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08495702545006e-319,3.84812766987848e-293,9.16667190959824e-245,1.97948195187645e-214,1.85717666923263e-186,1.18056810496348e-159,9.29616113182904e-135,1.96889237888099e-113,1.55452386347544e-96,1.77563766222172e-73,2.09536989417668e-60,5.38389279184018e-47,6.29642336664083e-35,3.85652580165771e-25,7.93749433211126e-17,8.45358085442467e-11,3.07740402551228e-06,0.00289281594423414,0.0606693577184154,0.0299897845048014,0.000369067276953029,1.17007404024126e-07,1.12033061235153e-12,2.84152080481467e-19,1.75632360393875e-27,5.2256455504115e-38,4.22956713889323e-49,3.33520483621388e-62,2.42633183008337e-77,4.23629628304855e-96,6.94893307629193e-116,1.1392453968445e-125,5.29408681076509e-144,4.62875407396915e-179,3.78711412682918e-204,1.1244005391259e-180,2.67357806767013e-200,8.79549379734893e-184,3.14446341330944e-210,4.31677083454386e-236,2.93205856909336e-257,1.63000700711753e-269,2.64004893053608e-308,6.27497639817099e-313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42285339593621e-323,1.635844277902e-296,9.79612825699533e-248,3.44238481245202e-217,5.19100196662918e-189,5.42694090277728e-162,7.04162254354591e-137,2.28913973166977e-115,2.51645359093543e-98,5.67056399828566e-75,8.98263623717703e-62,3.43472646005244e-48,6.12250326147359e-36,5.49531649560691e-26,1.69554012033168e-17,2.53931654590259e-11,1.32131548151454e-06,0.0017858438470731,0.0535234538257516,0.0375566403603807,0.000654340042577191,2.9312682553208e-07,3.92225692134007e-12,1.38988322706148e-18,1.20461900035233e-26,5.27927870005537e-37,5.88951169759292e-48,6.55172205146341e-61,6.87168675642962e-76,1.8780773245799e-94,4.69864846254525e-114,7.74170428535041e-124,4.57491424185694e-142,8.22544184923277e-177,9.73543086946096e-202,5.29189789703403e-178,1.67814596303332e-197,2.30402918504003e-181,1.24968950501424e-207,2.48623989683598e-233,2.06213482984591e-254,1.09250669526275e-266,3.1573361835828e-305,5.93961156857545e-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65025523396891e-300,1.00424450797978e-250,5.74608636461185e-220,1.39351421370297e-191,2.39792655653922e-164,5.13168214985944e-139,2.56152580786404e-117,3.91928438251485e-100,1.74760040898117e-76,3.71326094214492e-63,2.11384659856699e-49,5.74790126903257e-37,7.56286938765854e-27,3.50143062541235e-18,7.37166160368693e-12,5.48336397577741e-07,0.00106608491468982,0.0456830001008692,0.045504442835938,0.00112259853032094,7.10668791995709e-07,1.32943692882379e-11,6.58370553515353e-18,8.00227691001676e-26,5.1624219789352e-36,7.94040080363058e-47,1.24617052619044e-59,1.88395621015121e-74,8.05240544340107e-93,3.07059793940425e-112,5.09795001643033e-122,3.83433219686451e-140,1.41410536139527e-174,2.4207999551479e-199,2.37785275094317e-175,1.00626091595112e-194,5.81483606292832e-179,4.78349763840139e-205,1.37900778151212e-230,1.39798897175871e-251,7.07388752813434e-264,3.64331744430816e-302,5.43998940246008e-307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58546424177545e-303,9.87567287736774e-254,9.20639794008403e-223,3.59280666292946e-194,1.01843519970522e-166,3.5980290428429e-141,2.7586796772038e-119,5.87287757615206e-102,5.19758968968139e-78,1.48018387930556e-64,1.25499021108451e-50,5.20996427865365e-38,1.00525886414507e-27,6.99029967331613e-19,2.06817057776695e-12,2.19940987432034e-07,0.00061541170359218,0.0377225339377635,0.0533426445040504,0.00186366759866977,1.66743296437001e-06,4.36255890341885e-11,3.02014012342237e-17,5.14868281436954e-25,4.88626124898532e-35,1.03653824550484e-45,2.29503093377239e-58,5.00002925461137e-73,3.33904921661059e-91,1.93940330009593e-110,3.25307642824396e-120,3.11681765332156e-138,2.35196960300689e-172,5.82263503521076e-197,1.02009718351973e-172,5.76415281827825e-192,1.41386754153454e-176,1.76350570849568e-202,7.36597177360238e-228,9.13550805100998e-249,4.42477917198207e-261,4.05639777324003e-299,4.82094441652923e-304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61263883055418e-307,9.3161431715988e-257,1.41583354729206e-225,8.89648656636079e-197,4.15764748211917e-169,2.42709898586885e-143,2.85943298269498e-121,8.46684165927923e-104,1.49178357126029e-79,5.68963510106718e-66,7.18774677433945e-52,4.55937551819378e-39,1.29052565850375e-28,1.34914576835098e-19,5.60763498788209e-13,8.52675552880173e-08,0.000343530531439618,0.0301358088471094,0.0604991062737729,0.00299388734233805,3.78616015373948e-06,1.38597926997135e-10,1.34167830873748e-16,3.2084656625839e-24,4.47655717841472e-34,1.31011074293388e-44,4.09249982532963e-57,1.28460195342316e-71,1.33907539255795e-89,1.18388217620898e-108,2.01155846411114e-118,2.45724202059582e-136,3.78450465410289e-170,1.35468142844439e-194,4.17812308298673e-170,3.15431003292417e-189,3.31208690439474e-174,6.26175455558418e-200,3.78907351734592e-225,5.7544515175362e-246,2.67377254432693e-258,4.35764045344176e-296,4.13390275640292e-301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4178309814055e-310,8.43039338151054e-260,2.08996741716785e-228,2.11575532388255e-199,1.63146839417586e-171,1.57517286396178e-145,2.85255926609974e-123,1.17440596255394e-105,4.13193633239535e-81,2.10892775401463e-67,3.97128227801917e-53,3.85230932183529e-40,1.60012089817777e-29,2.51729880515055e-20,1.46941860603274e-13,3.19506720431546e-08,0.000185434513065076,0.0232916685232412,0.0663860840116617,0.00465399023362983,8.31991782899196e-06,4.26298721879318e-10,5.77210621858333e-16,1.9364993223899e-23,3.96968329253796e-33,1.60328398755712e-43,7.06606866167076e-56,3.19491201240554e-70,5.19364499078339e-88,6.9846397264381e-107,1.20534328041175e-116,1.8788813332536e-134,5.89133591218057e-168,3.04867918793489e-192,1.63381922071947e-167,1.6489871747771e-186,7.47509080313432e-172,2.14142602121084e-197,1.87704922123542e-222,3.49395604841397e-243,1.56083402983828e-255,4.51678676513367e-293,3.42990783091534e-298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1621505892173e-313,7.31815753456949e-263,2.96122695578747e-231,4.83253037674669e-202,6.15355950450003e-174,9.8352830403498e-148,2.73883290785466e-125,1.56726117950312e-107,1.10444831043974e-82,7.53785074862206e-69,2.11667561339309e-54,3.14254938727719e-41,1.91618030515522e-30,4.54070697735161e-21,3.72120631310391e-14,1.15716350535056e-08,9.67924386935198e-05,0.0174162280571895,0.0704788515737848,0.00700065208833374,1.76932882317811e-05,1.26944296080236e-09,2.40483254612662e-15,1.13202494926857e-22,3.40731161350339e-32,1.89973346390451e-42,1.18128882225849e-54,7.69207513618992e-69,1.94815951255231e-86,3.98267358021429e-105,6.99887990931901e-115,1.39336741427024e-132,8.87249844175347e-166,6.63656292008037e-190,6.09971947302996e-165,8.23520070168197e-184,1.6253727396427e-169,7.05339126269127e-195,8.95484222596197e-220,2.04490535003045e-240,8.80214256354013e-253,4.51726031699332e-290,2.75358637858991e-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77901030004182e-317,6.09393609615183e-266,4.02725133619239e-234,1.06009790957859e-204,2.2309553731959e-176,5.90831187985192e-150,2.53088554664073e-127,2.01229118452107e-109,2.84892582805156e-84,2.59801652780042e-70,1.08833704988799e-55,2.47507431350089e-42,2.21624295509958e-31,7.91817319248617e-22,9.10739934353843e-15,4.05068064061521e-09,4.88560029115232e-05,0.0125992112832659,0.0723926145253565,0.0101900082708052,3.64139277970247e-05,3.65977358406821e-09,9.70286475343664e-15,6.40934048728821e-22,2.8308191064353e-31,2.17948889789524e-41,1.91215632150804e-53,1.79276111892861e-67,7.06743444234821e-85,2.19482850654948e-103,3.93809357373885e-113,1.00218252943874e-130,1.29272301477681e-163,1.39743510060156e-187,2.17419660639152e-162,3.92893738372696e-181,3.40495377620306e-167,2.23759117248108e-192,4.1141475556582e-217,1.15364252449375e-237,4.79534081671975e-250,4.35901119676347e-287,2.1389913135503e-292,0,1.40808709064755e-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17538217145633e-320,4.86783966359226e-269,5.25715323630652e-237,2.23346730220863e-207,7.77449341548746e-179,3.41474179563028e-152,2.25089678601604e-129,2.48580233829606e-111,7.09187158438531e-86,8.63465179902007e-72,5.39831323714036e-57,1.88208635381127e-43,2.47568728006474e-32,1.3348710969406e-22,2.15415737229643e-15,1.37050247857847e-09,2.38462487841282e-05,0.00881796495959387,0.0719421446572959,0.0143526994929564,7.25263731302506e-05,1.02149703344868e-08,3.79122644817587e-14,3.51470908548945e-21,2.27644233452508e-30,2.42100908825408e-40,2.99695174532288e-52,4.04478668942056e-66,2.479614035935e-83,1.16901920794179e-101,2.14725300797393e-111,6.99105767966697e-129,1.82218485669249e-161,2.84627606154185e-185,7.39896298913647e-160,1.79068846656913e-178,6.87212767372919e-165,6.83677628783517e-190,1.82029357870825e-214,6.27352412963186e-235,2.52377112467147e-247,4.05852463647121e-284,1.60773104723356e-289,2.96439387504748e-322,1.08482981988654e-318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94065645841247e-324,3.73006897040932e-272,6.58714766951717e-240,4.5193445706591e-210,2.60417434313475e-181,1.89876071113135e-154,1.92670295561913e-131,2.9543958127577e-113,1.70366639414728e-87,2.76730031138532e-73,2.58308267771399e-58,1.38177082920194e-44,2.67098607393021e-33,2.17553700835065e-23,4.92416834149658e-16,4.48177646052203e-10,1.1255060794014e-05,0.00597075336848708,0.0691713376663687,0.0195621084151307,0.000139795712577478,2.760335472924e-08,1.43457772605162e-13,1.86674123243585e-20,1.77192550515539e-29,2.60386191102733e-39,4.5480493107831e-51,8.83411630958123e-65,8.41378491004691e-82,6.01780176846396e-100,1.13454077076956e-109,4.72992029877576e-127,2.4848878281535e-159,5.60762978692469e-183,2.40395307677092e-157,7.79666680693216e-176,1.3362661535902e-162,2.01191608612207e-187,7.75608675689392e-212,3.2884720934392e-232,1.28315719282019e-244,3.64599211064375e-281,1.16926200534857e-286,3.14749460339625e-319,8.1100360454372e-316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
