"band1","band2","band3","band4","band5","band6","band7","band8","band9","band10","band11","band12","band13"
6.91660421144212e-310,500,6.91660421145793e-310,6.91660421146584e-310,6.91660421147374e-310,6.91660421148165e-310,6.91660421148955e-310,832,6.91660421150536e-310,6.91660421151327e-310,1398,1600,2139
6.91660421154489e-310,501,6.9166042115607e-310,6.9166042115686e-310,6.91660421157651e-310,6.91660421158441e-310,6.91660421159232e-310,833,6.91660421160813e-310,6.91660421161603e-310,1399,1601,2140
6.9166042116524e-310,502,6.91660421166821e-310,6.91660421167611e-310,6.91660421168402e-310,6.91660421169192e-310,6.91660421169983e-310,834,6.91660421171564e-310,6.91660421172354e-310,1400,1602,2141
6.91660421175516e-310,503,6.91660421177097e-310,6.91660421177888e-310,6.91660421178678e-310,6.91660421179469e-310,6.91660421180259e-310,835,6.9166042118184e-310,6.91660421183105e-310,1401,1603,2142
6.91660421186267e-310,504,6.91660421187848e-310,6.91660421188639e-310,6.91660421189429e-310,6.9166042119022e-310,6.9166042119101e-310,836,6.91660421192591e-310,6.91660421193382e-310,1402,1604,2143
6.91660421196544e-310,505,6.91660421198125e-310,6.91660421198915e-310,6.91660421199706e-310,6.91660421200496e-310,6.91660421201287e-310,837,6.91660421203342e-310,6.91660421204133e-310,1403,1605,2144
6.91660421207295e-310,506,6.91660421208876e-310,6.91660421209666e-310,6.91660421210457e-310,6.91660421211247e-310,6.91660421212038e-310,838,6.91660421213619e-310,6.91660421214409e-310,1404,1606,2145
6.91660421217571e-310,507,6.91660421219152e-310,6.91660421219943e-310,6.91660421220733e-310,6.91660421221524e-310,6.91660421222314e-310,839,6.9166042122437e-310,6.9166042122516e-310,1405,1607,2146
6.91660421228322e-310,508,6.91660421229903e-310,6.91660421230694e-310,6.91660421231484e-310,6.91660421232275e-310,6.91660421233065e-310,840,6.91660421234646e-310,6.91660421235437e-310,1406,1608,2147
6.91660421238599e-310,509,6.9166042124018e-310,6.9166042124097e-310,6.91660421241761e-310,6.91660421242551e-310,6.91660421243816e-310,841,6.91660421245397e-310,6.91660421246187e-310,1407,1609,2148
6.91660421249349e-310,510,6.9166042125093e-310,6.91660421251721e-310,6.91660421252511e-310,6.91660421253302e-310,6.91660421254093e-310,842,6.91660421255674e-310,6.91660421256464e-310,1408,1610,2149
6.91660421259626e-310,511,6.91660421261207e-310,6.91660421261998e-310,6.91660421262788e-310,6.91660421264053e-310,6.91660421264843e-310,843,6.91660421266424e-310,6.91660421267215e-310,1409,1611,2150
6.91660421270377e-310,512,6.91660421271958e-310,6.91660421272748e-310,6.91660421273539e-310,6.91660421274329e-310,6.9166042127512e-310,844,6.91660421276701e-310,6.91660421277491e-310,1410,1612,2151
6.91660421280653e-310,513,6.91660421282234e-310,6.91660421283025e-310,6.9166042128429e-310,6.9166042128508e-310,6.91660421285871e-310,845,6.91660421287452e-310,6.91660421288242e-310,1411,1613,2152
6.91660421291404e-310,514,6.91660421292985e-310,6.91660421293776e-310,6.91660421294566e-310,6.91660421295357e-310,6.91660421296147e-310,846,6.91660421297728e-310,6.91660421298519e-310,1412,1614,2153
6.91660421301681e-310,515,6.91660421303262e-310,6.91660421304527e-310,6.91660421305317e-310,6.91660421306108e-310,6.91660421306898e-310,847,6.91660421308479e-310,6.9166042130927e-310,6.9166042131006e-310,1615,2154
6.91660421312432e-310,516,6.91660421314013e-310,6.91660421314803e-310,6.91660421315594e-310,6.91660421316384e-310,6.91660421317175e-310,848,6.91660421318756e-310,6.91660421319546e-310,6.91660421320337e-310,1616,2155
6.91660421322708e-310,517,6.91660421324764e-310,6.91660421325554e-310,6.91660421326345e-310,6.91660421327135e-310,6.91660421327926e-310,849,6.91660421329507e-310,6.91660421330297e-310,6.91660421331088e-310,1617,2156
6.91660421333459e-310,518,6.9166042133504e-310,6.91660421335831e-310,6.91660421336621e-310,6.91660421337412e-310,6.91660421338202e-310,850,6.91660421339783e-310,6.91660421340574e-310,6.91660421341364e-310,1618,2157
6.91660421343736e-310,519,6.91660421345791e-310,6.91660421346582e-310,6.91660421347372e-310,6.91660421348163e-310,6.91660421348953e-310,851,6.91660421350534e-310,6.91660421351325e-310,6.91660421352115e-310,1619,2158
6.91660421354487e-310,520,6.91660421356068e-310,6.91660421356858e-310,6.91660421357649e-310,6.91660421358439e-310,6.9166042135923e-310,852,6.91660421360811e-310,6.91660421361601e-310,6.91660421362392e-310,1620,2159
6.91660421365238e-310,521,6.91660421366819e-310,6.91660421367609e-310,6.916604213684e-310,6.9166042136919e-310,6.91660421369981e-310,853,6.91660421371562e-310,6.91660421372352e-310,6.91660421373143e-310,1621,2160
6.91660421375514e-310,522,6.91660421377095e-310,6.91660421377886e-310,6.91660421378676e-310,6.91660421379467e-310,6.91660421380257e-310,854,6.91660421381838e-310,6.91660421382629e-310,6.91660421383419e-310,1622,2161
6.91660421386265e-310,523,6.91660421387846e-310,6.91660421388636e-310,6.91660421389427e-310,6.91660421390217e-310,6.91660421391008e-310,855,6.91660421392589e-310,6.91660421393379e-310,6.9166042139417e-310,1623,2162
6.91660421396542e-310,524,6.91660421398123e-310,6.91660421398913e-310,6.91660421399704e-310,6.91660421400494e-310,6.91660421401285e-310,856,6.91660421402866e-310,6.91660421403656e-310,6.91660421404447e-310,1624,2163
6.91660421407292e-310,525,6.91660421408873e-310,6.91660421409664e-310,6.91660421410454e-310,6.91660421411245e-310,6.91660421412035e-310,857,6.91660421413616e-310,6.91660421414407e-310,6.91660421415197e-310,1625,2164
6.91660421417569e-310,526,6.9166042141915e-310,6.9166042141994e-310,6.91660421420731e-310,6.91660421421521e-310,6.91660421422312e-310,858,6.91660421423893e-310,6.91660421424683e-310,6.91660421425948e-310,1626,2165
6.9166042142832e-310,527,6.91660421429901e-310,6.91660421430691e-310,6.91660421431482e-310,6.91660421432272e-310,6.91660421433063e-310,859,6.91660421434644e-310,6.91660421435434e-310,6.91660421436225e-310,1627,2166
6.91660421438596e-310,528,6.91660421440177e-310,6.91660421440968e-310,6.91660421441758e-310,6.91660421442549e-310,6.91660421443339e-310,860,6.9166042144492e-310,6.91660421446185e-310,6.91660421446976e-310,1628,2167
6.91660421449347e-310,529,6.91660421450928e-310,6.91660421451719e-310,6.91660421452509e-310,6.916604214533e-310,6.9166042145409e-310,861,6.91660421455671e-310,6.91660421456462e-310,6.91660421457252e-310,1629,2168
6.91660421459624e-310,530,6.91660421461205e-310,6.91660421461995e-310,6.91660421462786e-310,6.91660421463576e-310,6.91660421464367e-310,862,6.91660421466422e-310,6.91660421467213e-310,6.91660421468003e-310,1630,2169
6.91660421470375e-310,531,6.91660421471956e-310,6.91660421472746e-310,6.91660421473537e-310,6.91660421474327e-310,6.91660421475118e-310,863,6.91660421476699e-310,6.91660421477489e-310,6.9166042147828e-310,1631,2170
6.91660421480651e-310,532,6.91660421482232e-310,6.91660421483023e-310,6.91660421483813e-310,6.91660421484604e-310,6.91660421485394e-310,864,6.9166042148745e-310,6.9166042148824e-310,6.91660421489031e-310,1632,2171
6.91660421491402e-310,533,6.91660421492983e-310,6.91660421493774e-310,6.91660421494564e-310,6.91660421495355e-310,6.91660421496145e-310,865,6.91660421497726e-310,6.91660421498517e-310,6.91660421499307e-310,1633,2172
6.91660421501679e-310,6.91660421502469e-310,6.9166042150326e-310,6.9166042150405e-310,6.91660421504841e-310,6.91660421505631e-310,6.91660421506896e-310,866,6.91660421508477e-310,6.91660421509268e-310,6.91660421510058e-310,1634,2173
6.9166042151243e-310,6.9166042151322e-310,6.91660421514011e-310,6.91660421514801e-310,6.91660421515592e-310,6.91660421516382e-310,6.91660421517173e-310,867,6.91660421518754e-310,6.91660421519544e-310,6.91660421520335e-310,1635,2174
6.91660421522706e-310,6.91660421523497e-310,6.91660421524287e-310,6.91660421525078e-310,6.91660421525868e-310,6.91660421527133e-310,6.91660421527923e-310,868,6.91660421529504e-310,6.91660421530295e-310,6.91660421531085e-310,1636,2175
6.91660421533457e-310,6.91660421534247e-310,6.91660421535038e-310,6.91660421535828e-310,6.91660421536619e-310,6.9166042153741e-310,6.916604215382e-310,869,6.91660421539781e-310,6.91660421540572e-310,6.91660421541362e-310,1637,2176
6.91660421543734e-310,6.91660421544524e-310,6.91660421545315e-310,6.91660421546105e-310,6.9166042154737e-310,6.9166042154816e-310,6.91660421548951e-310,870,6.91660421550532e-310,6.91660421551322e-310,6.91660421552113e-310,1638,2177
6.91660421554484e-310,6.91660421555275e-310,6.91660421556065e-310,6.91660421556856e-310,6.91660421557646e-310,6.91660421558437e-310,6.91660421559227e-310,871,6.91660421560808e-310,6.91660421561599e-310,6.91660421562389e-310,1639,2178
6.91660421564761e-310,6.91660421565551e-310,6.91660421566342e-310,6.91660421567607e-310,6.91660421568397e-310,6.91660421569188e-310,6.91660421569978e-310,872,6.91660421571559e-310,6.9166042157235e-310,6.9166042157314e-310,1640,2179
6.91660421575512e-310,6.91660421576302e-310,6.91660421577093e-310,6.91660421577883e-310,6.91660421578674e-310,6.91660421579464e-310,6.91660421580255e-310,873,6.91660421581836e-310,6.91660421582626e-310,6.91660421583417e-310,1641,2180
6.91660421585788e-310,6.91660421586579e-310,6.91660421587844e-310,6.91660421588634e-310,6.91660421589425e-310,6.91660421590215e-310,6.91660421591006e-310,874,6.91660421592587e-310,6.91660421593377e-310,6.91660421594168e-310,1642,2181
6.91660421596539e-310,6.9166042159733e-310,6.9166042159812e-310,6.91660421598911e-310,6.91660421599701e-310,6.91660421600492e-310,6.91660421601282e-310,875,6.91660421602863e-310,6.91660421603654e-310,6.91660421604444e-310,1643,2182
6.91660421606816e-310,6.91660421608081e-310,6.91660421608871e-310,6.91660421609662e-310,6.91660421610452e-310,6.91660421611243e-310,6.91660421612033e-310,876,6.91660421613614e-310,6.91660421614405e-310,6.91660421615195e-310,1644,2183
6.91660421617567e-310,6.91660421618357e-310,6.91660421619148e-310,6.91660421619938e-310,6.91660421620729e-310,6.91660421621519e-310,6.9166042162231e-310,877,6.91660421623891e-310,6.91660421624681e-310,6.91660421625472e-310,1645,2184
6.91660421628318e-310,6.91660421629108e-310,6.91660421629899e-310,6.91660421630689e-310,6.9166042163148e-310,6.9166042163227e-310,6.91660421633061e-310,878,6.91660421634642e-310,6.91660421635432e-310,6.91660421636223e-310,1646,2185
6.91660421638594e-310,6.91660421639385e-310,6.91660421640175e-310,6.91660421640966e-310,6.91660421641756e-310,6.91660421642547e-310,6.91660421643337e-310,879,6.91660421644918e-310,6.91660421645709e-310,6.91660421646499e-310,1647,2186
6.91660421649345e-310,6.91660421650136e-310,6.91660421650926e-310,6.91660421651717e-310,6.91660421652507e-310,6.91660421653298e-310,6.91660421654088e-310,880,6.91660421655669e-310,6.9166042165646e-310,6.9166042165725e-310,1648,2187
6.91660421659622e-310,6.91660421660412e-310,6.91660421661203e-310,6.91660421661993e-310,6.91660421662784e-310,6.91660421663574e-310,6.91660421664365e-310,881,6.91660421665946e-310,6.91660421666736e-310,6.91660421667527e-310,1649,2188
6.91660421670372e-310,6.91660421671163e-310,6.91660421671953e-310,6.91660421672744e-310,6.91660421673534e-310,6.91660421674325e-310,6.91660421675115e-310,882,6.91660421676696e-310,6.91660421677487e-310,6.91660421678278e-310,1650,2189
6.91660421680649e-310,6.9166042168144e-310,6.9166042168223e-310,6.91660421683021e-310,6.91660421683811e-310,6.91660421684602e-310,6.91660421685392e-310,883,6.91660421686973e-310,6.91660421687764e-310,6.91660421689028e-310,1651,2190
6.916604216914e-310,6.9166042169219e-310,6.91660421692981e-310,6.91660421693771e-310,6.91660421694562e-310,6.91660421695352e-310,6.91660421696143e-310,884,6.91660421697724e-310,6.91660421698514e-310,6.91660421699305e-310,1652,2191
6.91660421701676e-310,6.91660421702467e-310,6.91660421703257e-310,6.91660421704048e-310,6.91660421704838e-310,6.91660421705629e-310,6.91660421706419e-310,885,6.91660421708e-310,6.91660421709265e-310,6.91660421710056e-310,1653,2192
6.91660421712427e-310,6.91660421713218e-310,6.91660421714008e-310,6.91660421714799e-310,6.91660421715589e-310,6.9166042171638e-310,6.9166042171717e-310,886,6.91660421718751e-310,6.91660421719542e-310,6.91660421720332e-310,1654,2193
6.91660421722704e-310,6.91660421723494e-310,6.91660421724285e-310,6.91660421725075e-310,6.91660421725866e-310,6.91660421726656e-310,6.91660421727447e-310,887,6.91660421729502e-310,6.91660421730293e-310,6.91660421731083e-310,1655,2194
6.91660421733455e-310,6.91660421734245e-310,6.91660421735036e-310,6.91660421735826e-310,6.91660421736617e-310,6.91660421737407e-310,6.91660421738198e-310,888,6.91660421739779e-310,6.91660421740569e-310,6.9166042174136e-310,1656,2195
6.91660421743731e-310,6.91660421744522e-310,6.91660421745312e-310,6.91660421746103e-310,6.91660421746893e-310,6.91660421747684e-310,6.91660421748474e-310,889,6.9166042175053e-310,6.9166042175132e-310,6.91660421752111e-310,1657,2196
6.91660421754482e-310,6.91660421755273e-310,6.91660421756063e-310,6.91660421756854e-310,6.91660421757644e-310,6.91660421758435e-310,6.91660421759225e-310,890,6.91660421760806e-310,6.91660421761597e-310,6.91660421762387e-310,1658,2197
6.91660421764759e-310,6.91660421765549e-310,6.9166042176634e-310,6.9166042176713e-310,6.91660421767921e-310,6.91660421768711e-310,6.91660421769976e-310,891,6.91660421771557e-310,6.91660421772348e-310,6.91660421773138e-310,1659,2198
6.9166042177551e-310,6.916604217763e-310,6.91660421777091e-310,6.91660421777881e-310,6.91660421778672e-310,6.91660421779462e-310,6.91660421780253e-310,892,6.91660421781834e-310,6.91660421782624e-310,6.91660421783415e-310,1660,2199
6.91660421785786e-310,6.91660421786577e-310,6.91660421787367e-310,6.91660421788158e-310,6.91660421788948e-310,6.91660421790213e-310,6.91660421791004e-310,893,6.91660421792585e-310,6.91660421793375e-310,6.91660421794166e-310,1661,2200
6.91660421796537e-310,6.91660421797328e-310,6.91660421798118e-310,6.91660421798909e-310,6.91660421799699e-310,6.9166042180049e-310,6.9166042180128e-310,894,6.91660421802861e-310,6.91660421803652e-310,6.91660421804442e-310,1662,2201
6.91660421806814e-310,6.91660421807604e-310,6.91660421808395e-310,6.91660421809185e-310,6.9166042181045e-310,6.9166042181124e-310,6.91660421812031e-310,895,6.91660421813612e-310,6.91660421814402e-310,6.91660421815193e-310,1663,2202
6.91660421817564e-310,6.91660421818355e-310,6.91660421819146e-310,6.91660421819936e-310,6.91660421820727e-310,6.91660421821517e-310,6.91660421822308e-310,896,6.91660421823889e-310,6.91660421824679e-310,6.9166042182547e-310,1664,2203
6.91660421827841e-310,6.91660421828632e-310,6.91660421829422e-310,6.91660421830687e-310,6.91660421831477e-310,6.91660421832268e-310,6.91660421833058e-310,897,6.91660421834639e-310,6.9166042183543e-310,6.9166042183622e-310,1665,2204
6.91660421838592e-310,6.91660421839382e-310,6.91660421840173e-310,6.91660421840963e-310,6.91660421841754e-310,6.91660421842544e-310,6.91660421843335e-310,898,6.91660421844916e-310,6.91660421845706e-310,6.91660421846497e-310,1666,2205
6.91660421848868e-310,6.91660421849659e-310,6.91660421850924e-310,6.91660421851714e-310,6.91660421852505e-310,6.91660421853295e-310,6.91660421854086e-310,899,6.91660421855667e-310,6.91660421856457e-310,6.91660421857248e-310,1667,2206
6.91660421859619e-310,6.9166042186041e-310,6.916604218612e-310,6.91660421861991e-310,6.91660421862781e-310,6.91660421863572e-310,6.91660421864362e-310,900,6.91660421865943e-310,6.91660421866734e-310,6.91660421867524e-310,1668,2207
6.91660421869896e-310,6.91660421871161e-310,6.91660421871951e-310,6.91660421872742e-310,6.91660421873532e-310,6.91660421874323e-310,6.91660421875113e-310,901,6.91660421876694e-310,6.91660421877485e-310,6.91660421878275e-310,1669,2208
6.91660421880647e-310,6.91660421881437e-310,6.91660421882228e-310,6.91660421883018e-310,6.91660421883809e-310,6.91660421884599e-310,6.9166042188539e-310,902,6.91660421886971e-310,6.91660421887761e-310,6.91660421888552e-310,1670,2209
6.91660421891398e-310,6.91660421892188e-310,6.91660421892979e-310,6.91660421893769e-310,6.9166042189456e-310,6.9166042189535e-310,6.91660421896141e-310,903,6.91660421897722e-310,6.91660421898512e-310,6.91660421899303e-310,1671,2210
6.91660421901674e-310,6.91660421902465e-310,6.91660421903255e-310,6.91660421904046e-310,6.91660421904836e-310,6.91660421905627e-310,6.91660421906417e-310,904,6.91660421907998e-310,6.91660421908789e-310,6.91660421909579e-310,1672,2211
6.91660421912425e-310,6.91660421913216e-310,6.91660421914006e-310,6.91660421914797e-310,6.91660421915587e-310,6.91660421916378e-310,6.91660421917168e-310,905,6.91660421918749e-310,6.9166042191954e-310,6.9166042192033e-310,1673,2212
6.91660421922702e-310,6.91660421923492e-310,6.91660421924283e-310,6.91660421925073e-310,6.91660421925864e-310,6.91660421926654e-310,6.91660421927445e-310,906,6.91660421929026e-310,6.91660421929816e-310,6.91660421930607e-310,1674,2213
6.91660421933453e-310,6.91660421934243e-310,6.91660421935034e-310,6.91660421935824e-310,6.91660421936615e-310,6.91660421937405e-310,6.91660421938196e-310,907,6.91660421939777e-310,6.91660421940567e-310,6.91660421941358e-310,1675,2214
6.91660421943729e-310,6.9166042194452e-310,6.9166042194531e-310,6.91660421946101e-310,6.91660421946891e-310,6.91660421947682e-310,6.91660421948472e-310,6.91660421949263e-310,6.91660421950053e-310,6.91660421950844e-310,6.91660421952108e-310,1676,2215
6.9166042195448e-310,6.9166042195527e-310,6.91660421956061e-310,6.91660421956851e-310,6.91660421957642e-310,6.91660421958432e-310,6.91660421959223e-310,6.91660421960013e-310,6.91660421960804e-310,6.91660421961595e-310,6.91660421962385e-310,1677,2216
6.91660421964757e-310,6.91660421965547e-310,6.91660421966338e-310,6.91660421967128e-310,6.91660421967919e-310,6.91660421968709e-310,6.916604219695e-310,6.9166042197029e-310,6.91660421971081e-310,6.91660421972345e-310,6.91660421973136e-310,1678,2217
6.91660421975507e-310,6.91660421976298e-310,6.91660421977088e-310,6.91660421977879e-310,6.91660421978669e-310,6.9166042197946e-310,6.9166042198025e-310,6.91660421981041e-310,6.91660421981831e-310,6.91660421982622e-310,6.91660421983412e-310,1679,2218
6.91660421985784e-310,6.91660421986574e-310,6.91660421987365e-310,6.91660421988155e-310,6.91660421988946e-310,6.91660421989736e-310,6.91660421990527e-310,6.91660421991317e-310,6.91660421992582e-310,6.91660421993373e-310,6.91660421994163e-310,1680,2219
6.91660421996535e-310,6.91660421997325e-310,6.91660421998116e-310,6.91660421998906e-310,6.91660421999697e-310,6.91660422000487e-310,6.91660422001278e-310,6.91660422002068e-310,6.91660422002859e-310,6.91660422003649e-310,6.9166042200444e-310,1681,2220
6.91660422006811e-310,6.91660422007602e-310,6.91660422008392e-310,6.91660422009183e-310,6.91660422009973e-310,6.91660422010764e-310,6.91660422011554e-310,6.91660422012819e-310,6.9166042201361e-310,6.916604220144e-310,6.91660422015191e-310,1682,2221
6.91660422017562e-310,6.91660422018353e-310,6.91660422019143e-310,6.91660422019934e-310,6.91660422020724e-310,6.91660422021515e-310,6.91660422022305e-310,6.91660422023096e-310,6.91660422023886e-310,6.91660422024677e-310,6.91660422025467e-310,6.91660422026258e-310,2222
6.91660422027839e-310,6.91660422028629e-310,6.9166042202942e-310,6.9166042203021e-310,6.91660422031001e-310,6.91660422031791e-310,6.91660422033056e-310,6.91660422033847e-310,6.91660422034637e-310,6.91660422035428e-310,6.91660422036218e-310,6.91660422037009e-310,2223
6.9166042203859e-310,6.9166042203938e-310,6.91660422040171e-310,6.91660422040961e-310,6.91660422041752e-310,6.91660422042542e-310,6.91660422043333e-310,6.91660422044123e-310,6.91660422044914e-310,6.91660422045704e-310,6.91660422046495e-310,6.91660422047285e-310,2224
6.91660422048866e-310,6.91660422049657e-310,6.91660422050447e-310,6.91660422051238e-310,6.91660422052028e-310,6.91660422053293e-310,6.91660422054084e-310,6.91660422054874e-310,6.91660422055665e-310,6.91660422056455e-310,6.91660422057246e-310,6.91660422058036e-310,2225
6.91660422059617e-310,6.91660422060408e-310,6.91660422061198e-310,6.91660422061989e-310,6.91660422062779e-310,6.9166042206357e-310,6.9166042206436e-310,6.91660422065151e-310,6.91660422065941e-310,6.91660422066732e-310,6.91660422067522e-310,6.91660422068313e-310,2226
