"wavelength","Refrac_leafm","SC_chl","SC_car","SC_Anth","SC_Brwon","SC_Cw","SC_Cm","direct_light","diffuse_light","dry_soil","wet_soil"
986,1.4297,0,0,0,0.00495,0.468,2.3,0.793,0.346,0.451,0.0962
987,1.4297,0,0,0,0.00487,0.464,2.3,0.801,0.349,0.451,0.0964
988,1.4296,0,0,0,0.00479,0.46,2.3,0.808,0.351,0.451,0.0967
989,1.4296,0,0,0,0.00471,0.457,2.3,0.816,0.354,0.452,0.097
990,1.4295,0,0,0,0.00464,0.453,2.3,0.823,0.356,0.452,0.0972
991,1.4294,0,0,0,0.00456,0.448,2.3,0.83,0.358,0.453,0.098
992,1.4293,0,0,0,0.00449,0.443,2.3,0.838,0.361,0.453,0.0987
993,1.4293,0,0,0,0.00441,0.44,2.3,0.845,0.363,0.454,0.0995
994,1.4292,0,0,0,0.00434,0.436,2.3,0.853,0.366,0.454,0.1
995,1.4291,0,0,0,0.00426,0.432,2.3,0.86,0.368,0.455,0.101
996,1.429,0,0,0,0.00419,0.427,2.3,0.867,0.37,0.455,0.101
997,1.4289,0,0,0,0.00412,0.422,2.3,0.875,0.373,0.455,0.101
998,1.4289,0,0,0,0.00404,0.417,2.3,0.882,0.375,0.456,0.101
999,1.4288,0,0,0,0.00397,0.412,2.3,0.89,0.378,0.456,0.101
1000,1.4287,0,0,0,0.0039,0.407,2.3,0.897,0.38,0.457,0.101
1001,1.4286,0,0,0,0.00383,0.402,2.3,0.895,0.379,0.457,0.101
1002,1.4285,0,0,0,0.00376,0.396,2.3,0.893,0.377,0.457,0.101
1003,1.4285,0,0,0,0.00369,0.392,2.3,0.892,0.376,0.457,0.101
1004,1.4284,0,0,0,0.00362,0.387,2.3,0.89,0.374,0.458,0.101
1005,1.4283,0,0,0,0.00355,0.382,2.3,0.888,0.373,0.458,0.101
1006,1.4282,0,0,0,0.00348,0.376,2.3,0.886,0.371,0.458,0.102
1007,1.4281,0,0,0,0.00342,0.37,2.3,0.884,0.37,0.458,0.102
1008,1.4281,0,0,0,0.00335,0.364,2.3,0.882,0.368,0.458,0.102
1009,1.428,0,0,0,0.00328,0.358,2.3,0.88,0.367,0.458,0.102
1010,1.4279,0,0,0,0.00322,0.352,2.3,0.879,0.366,0.458,0.102
1011,1.4278,0,0,0,0.00315,0.346,2.3,0.877,0.364,0.458,0.103
1012,1.4277,0,0,0,0.00309,0.34,2.3,0.875,0.363,0.458,0.103
1013,1.4276,0,0,0,0.00302,0.335,2.3,0.873,0.361,0.458,0.103
1014,1.4275,0,0,0,0.00296,0.33,2.3,0.871,0.36,0.459,0.103
1015,1.4274,0,0,0,0.00289,0.324,2.3,0.869,0.358,0.459,0.104
1016,1.4273,0,0,0,0.00283,0.319,2.3,0.867,0.357,0.459,0.104
1017,1.4272,0,0,0,0.00277,0.314,2.3,0.866,0.355,0.459,0.104
1018,1.4272,0,0,0,0.00271,0.309,2.3,0.864,0.354,0.459,0.104
1019,1.4271,0,0,0,0.00265,0.302,2.3,0.862,0.353,0.46,0.104
1020,1.427,0,0,0,0.00259,0.296,2.3,0.86,0.351,0.46,0.104
1021,1.4269,0,0,0,0.00253,0.29,2.3,0.859,0.35,0.46,0.104
1022,1.4268,0,0,0,0.00247,0.284,2.3,0.858,0.349,0.46,0.104
1023,1.4267,0,0,0,0.00241,0.278,2.3,0.856,0.348,0.461,0.104
1024,1.4266,0,0,0,0.00235,0.272,2.3,0.855,0.346,0.461,0.104
1025,1.4265,0,0,0,0.00229,0.267,2.3,0.854,0.345,0.461,0.104
1026,1.4264,0,0,0,0.00223,0.262,2.3,0.853,0.344,0.461,0.104
1027,1.4263,0,0,0,0.00218,0.257,2.3,0.851,0.343,0.461,0.105
1028,1.4263,0,0,0,0.00212,0.251,2.3,0.85,0.342,0.462,0.106
1029,1.4262,0,0,0,0.00207,0.244,2.3,0.849,0.341,0.462,0.106
1030,1.4261,0,0,0,0.00201,0.239,2.3,0.848,0.34,0.462,0.107
1031,1.426,0,0,0,0.00196,0.236,2.3,0.846,0.338,0.462,0.108
1032,1.4259,0,0,0,0.00191,0.233,2.3,0.845,0.337,0.462,0.108
1033,1.4258,0,0,0,0.00185,0.23,2.3,0.844,0.336,0.463,0.109
1034,1.4257,0,0,0,0.0018,0.225,2.3,0.843,0.335,0.463,0.109
1035,1.4256,0,0,0,0.00175,0.22,2.3,0.841,0.334,0.463,0.11
1036,1.4255,0,0,0,0.0017,0.215,2.3,0.84,0.333,0.463,0.11
1037,1.4254,0,0,0,0.00165,0.211,2.3,0.839,0.332,0.463,0.11
1038,1.4253,0,0,0,0.0016,0.206,2.3,0.838,0.33,0.463,0.11
1039,1.4252,0,0,0,0.00155,0.202,2.3,0.836,0.329,0.463,0.11
1040,1.4251,0,0,0,0.0015,0.198,2.3,0.835,0.328,0.463,0.11
1041,1.425,0,0,0,0.00146,0.194,2.3,0.833,0.327,0.463,0.11
1042,1.4249,0,0,0,0.00141,0.19,2.3,0.832,0.326,0.463,0.11
1043,1.4248,0,0,0,0.00136,0.187,2.3,0.83,0.324,0.463,0.11
1044,1.4247,0,0,0,0.00132,0.184,2.3,0.828,0.323,0.463,0.11
1045,1.4246,0,0,0,0.00127,0.182,2.3,0.827,0.322,0.463,0.11
1046,1.4245,0,0,0,0.00123,0.179,2.3,0.825,0.321,0.463,0.11
1047,1.4244,0,0,0,0.00119,0.175,2.3,0.823,0.32,0.463,0.11
1048,1.4242,0,0,0,0.00114,0.172,2.3,0.821,0.318,0.463,0.11
1049,1.4241,0,0,0,0.0011,0.169,2.3,0.82,0.317,0.463,0.11
1050,1.424,0,0,0,0.00106,0.166,2.3,0.818,0.316,0.463,0.11
1051,1.4239,0,0,0,0.00102,0.164,2.3,0.816,0.315,0.463,0.11
1052,1.4238,0,0,0,0.000981,0.161,2.3,0.815,0.314,0.463,0.11
1053,1.4237,0,0,0,0.000942,0.159,2.3,0.813,0.312,0.463,0.11
1054,1.4236,0,0,0,0.000904,0.156,2.3,0.811,0.311,0.463,0.11
1055,1.4235,0,0,0,0.000867,0.155,2.3,0.81,0.31,0.463,0.11
1056,1.4234,0,0,0,0.00083,0.153,2.3,0.808,0.309,0.463,0.111
1057,1.4233,0,0,0,0.000794,0.152,2.3,0.806,0.308,0.463,0.111
1058,1.4232,0,0,0,0.000758,0.151,2.3,0.804,0.306,0.463,0.111
1059,1.4231,0,0,0,0.000724,0.15,2.3,0.803,0.305,0.464,0.111
1060,1.423,0,0,0,0.00069,0.148,2.3,0.801,0.304,0.464,0.111
1061,1.4229,0,0,0,0.000657,0.146,2.3,0.798,0.302,0.464,0.112
1062,1.4228,0,0,0,0.000625,0.145,2.3,0.794,0.301,0.465,0.112
1063,1.4226,0,0,0,0.000593,0.144,2.3,0.791,0.299,0.465,0.113
1064,1.4225,0,0,0,0.000563,0.144,2.3,0.788,0.297,0.465,0.113
1065,1.4224,0,0,0,0.000533,0.143,2.3,0.785,0.296,0.466,0.113
1066,1.4223,0,0,0,0.000503,0.143,2.3,0.781,0.294,0.466,0.113
1067,1.4222,0,0,0,0.000475,0.142,2.3,0.778,0.292,0.466,0.113
1068,1.422,0,0,0,0.000447,0.141,2.3,0.775,0.29,0.467,0.113
1069,1.4219,0,0,0,0.000421,0.141,2.3,0.771,0.289,0.467,0.113
1070,1.4218,0,0,0,0.000394,0.141,2.3,0.768,0.287,0.467,0.113
1071,1.4217,0,0,0,0.000369,0.141,2.3,0.765,0.285,0.467,0.114
1072,1.4216,0,0,0,0.000345,0.141,2.3,0.761,0.284,0.467,0.114
1073,1.4215,0,0,0,0.000321,0.141,2.3,0.758,0.282,0.468,0.114
1074,1.4214,0,0,0,0.000298,0.141,2.3,0.755,0.28,0.468,0.114
1075,1.4213,0,0,0,0.000276,0.141,2.3,0.752,0.279,0.468,0.115
1076,1.4212,0,0,0,0.000255,0.143,2.3,0.748,0.277,0.468,0.115
1077,1.4211,0,0,0,0.000234,0.144,2.3,0.745,0.275,0.468,0.115
1078,1.4209,0,0,0,0.000215,0.144,2.3,0.742,0.273,0.468,0.115
1079,1.4208,0,0,0,0.000196,0.144,2.3,0.738,0.272,0.468,0.115
1080,1.4207,0,0,0,0.000178,0.144,2.3,0.735,0.27,0.468,0.116
1081,1.4206,0,0,0,0.000161,0.146,2.3,0.733,0.269,0.468,0.116
1082,1.4205,0,0,0,0.000145,0.148,2.3,0.73,0.267,0.468,0.116
1083,1.4203,0,0,0,0.000129,0.15,2.3,0.728,0.266,0.469,0.116
1084,1.4202,0,0,0,0.000115,0.152,2.3,0.725,0.265,0.469,0.116
1085,1.4201,0,0,0,0.000101,0.153,2.3,0.723,0.264,0.469,0.117
1086,1.42,0,0,0,8.8e-05,0.155,2.3,0.721,0.262,0.469,0.117
1087,1.4199,0,0,0,7.6e-05,0.156,2.3,0.718,0.261,0.469,0.117
1088,1.4197,0,0,0,6.49e-05,0.158,2.3,0.716,0.26,0.469,0.117
1089,1.4196,0,0,0,5.46e-05,0.16,2.3,0.713,0.258,0.47,0.118
1090,1.4195,0,0,0,4.52e-05,0.163,2.3,0.711,0.257,0.47,0.118
1091,1.4194,0,0,0,3.67e-05,0.166,2.3,0.709,0.256,0.47,0.118
1092,1.4193,0,0,0,2.9e-05,0.168,2.3,0.706,0.254,0.47,0.118
1093,1.4191,0,0,0,2.23e-05,0.169,2.3,0.704,0.253,0.471,0.119
1094,1.419,0,0,0,1.64e-05,0.171,2.3,0.701,0.252,0.471,0.119
1095,1.4189,0,0,0,1.14e-05,0.174,2.3,0.699,0.251,0.471,0.119
1096,1.4188,0,0,0,7.3e-06,0.178,2.3,0.697,0.249,0.472,0.119
1097,1.4187,0,0,0,4.11e-06,0.182,2.3,0.694,0.248,0.472,0.119
1098,1.4185,0,0,0,1.83e-06,0.187,2.3,0.692,0.247,0.472,0.119
1099,1.4184,0,0,0,4.58e-07,0.189,2.3,0.689,0.245,0.472,0.119
1100,1.4183,0,0,0,0,0.191,2.3,0.687,0.244,0.472,0.12
1101,1.4182,0,0,0,0,0.193,2.3,0.663,0.236,0.472,0.12
1102,1.4181,0,0,0,0,0.197,2.3,0.64,0.227,0.472,0.12
1103,1.4179,0,0,0,0,0.201,2.3,0.616,0.219,0.472,0.12
1104,1.4178,0,0,0,0,0.203,2.3,0.592,0.21,0.472,0.12
1105,1.4177,0,0,0,0,0.205,2.3,0.569,0.202,0.472,0.12
1106,1.4176,0,0,0,0,0.208,2.3,0.545,0.193,0.472,0.12
1107,1.4175,0,0,0,0,0.212,2.3,0.522,0.185,0.472,0.121
1108,1.4173,0,0,0,0,0.217,2.3,0.498,0.176,0.472,0.121
1109,1.4172,0,0,0,0,0.22,2.3,0.474,0.168,0.473,0.121
1110,1.4171,0,0,0,0,0.222,2.3,0.451,0.16,0.473,0.121
1111,1.417,0,0,0,0,0.225,2.3,0.427,0.151,0.473,0.122
1112,1.4169,0,0,0,0,0.23,2.3,0.403,0.143,0.473,0.122
1113,1.4167,0,0,0,0,0.234,2.3,0.38,0.134,0.474,0.122
1114,1.4166,0,0,0,0,0.235,2.3,0.356,0.126,0.474,0.122
1115,1.4165,0,0,0,0,0.234,2.3,0.332,0.117,0.474,0.122
1116,1.4164,0,0,0,0,0.235,2.3,0.309,0.109,0.474,0.122
1117,1.4163,0,0,0,0,0.24,2.3,0.285,0.1,0.475,0.123
1118,1.4161,0,0,0,0,0.245,2.3,0.261,0.0919,0.475,0.123
1119,1.416,0,0,0,0,0.249,2.3,0.238,0.0835,0.475,0.123
1120,1.4159,0,0,0,0,0.253,2.3,0.214,0.075,0.475,0.123
1121,1.4158,0,0,0,0,0.258,2.3,0.223,0.0779,0.475,0.123
1122,1.4157,0,0,0,0,0.265,2.3,0.232,0.0808,0.475,0.123
1123,1.4156,0,0,0,0,0.272,2.3,0.241,0.0837,0.475,0.123
1124,1.4155,0,0,0,0,0.277,2.3,0.25,0.0866,0.475,0.124
1125,1.4154,0,0,0,0,0.281,2.3,0.259,0.0895,0.475,0.124
1126,1.4153,0,0,0,0,0.289,2.3,0.268,0.0924,0.475,0.124
1127,1.4152,0,0,0,0,0.302,2.3,0.277,0.0953,0.475,0.124
1128,1.415,0,0,0,0,0.316,2.3,0.286,0.0982,0.475,0.124
1129,1.4149,0,0,0,0,0.327,2.3,0.296,0.101,0.475,0.125
1130,1.4148,0,0,0,0,0.338,2.3,0.305,0.104,0.475,0.125
1131,1.4147,0,0,0,0,0.353,2.3,0.314,0.107,0.475,0.125
1132,1.4146,0,0,0,0,0.377,2.3,0.323,0.11,0.475,0.125
1133,1.4145,0,0,0,0,0.404,2.3,0.332,0.113,0.476,0.125
1134,1.4144,0,0,0,0,0.428,2.3,0.341,0.116,0.476,0.125
1135,1.4143,0,0,0,0,0.45,2.3,0.35,0.119,0.476,0.126
1136,1.4142,0,0,0,0,0.471,2.3,0.359,0.121,0.476,0.126
1137,1.4141,0,0,0,0,0.493,2.3,0.368,0.124,0.476,0.126
1138,1.4139,0,0,0,0,0.52,2.3,0.377,0.127,0.477,0.126
1139,1.4138,0,0,0,0,0.557,2.3,0.386,0.13,0.477,0.126
1140,1.4137,0,0,0,0,0.605,2.3,0.395,0.133,0.477,0.127
1141,1.4136,0,0,0,0,0.652,2.3,0.395,0.133,0.477,0.127
1142,1.4135,0,0,0,0,0.686,2.3,0.395,0.133,0.478,0.127
1143,1.4133,0,0,0,0,0.716,2.3,0.395,0.132,0.478,0.127
1144,1.4132,0,0,0,0,0.754,2.3,0.395,0.132,0.478,0.127
1145,1.4131,0,0,0,0,0.806,2.3,0.395,0.132,0.478,0.127
1146,1.413,0,0,0,0,0.86,2.3,0.395,0.132,0.478,0.127
1147,1.4129,0,0,0,0,0.898,2.3,0.395,0.132,0.479,0.128
1148,1.4128,0,0,0,0,0.925,2.3,0.395,0.131,0.479,0.128
1149,1.4127,0,0,0,0,0.949,2.3,0.395,0.131,0.479,0.128
1150,1.4126,0,0,0,0,0.977,2.3,0.395,0.131,0.479,0.128
1151,1.4125,0,0,0,0,1.01,2.3,0.395,0.131,0.479,0.128
1152,1.4124,0,0,0,0,1.04,2.3,0.394,0.131,0.479,0.128
1153,1.4122,0,0,0,0,1.07,2.3,0.394,0.13,0.479,0.128
1154,1.4121,0,0,0,0,1.1,2.3,0.394,0.13,0.48,0.129
1155,1.412,0,0,0,0,1.12,2.3,0.394,0.13,0.48,0.129
1156,1.4119,0,0,0,0,1.13,2.3,0.394,0.13,0.48,0.129
1157,1.4118,0,0,0,0,1.14,2.3,0.394,0.13,0.48,0.129
1158,1.4117,0,0,0,0,1.15,2.3,0.394,0.129,0.48,0.129
1159,1.4116,0,0,0,0,1.16,2.3,0.394,0.129,0.48,0.129
1160,1.4115,0,0,0,0,1.17,2.3,0.394,0.129,0.48,0.129
1161,1.4114,0,0,0,0,1.18,2.3,0.402,0.131,0.48,0.13
1162,1.4113,0,0,0,0,1.19,2.3,0.41,0.134,0.48,0.13
1163,1.4111,0,0,0,0,1.19,2.3,0.418,0.136,0.481,0.13
1164,1.411,0,0,0,0,1.2,2.3,0.426,0.138,0.481,0.13
1165,1.4109,0,0,0,0,1.2,2.3,0.434,0.141,0.481,0.13
1166,1.4108,0,0,0,0,1.2,2.3,0.442,0.143,0.481,0.13
1167,1.4107,0,0,0,0,1.2,2.3,0.45,0.146,0.481,0.13
1168,1.4106,0,0,0,0,1.21,2.3,0.458,0.148,0.481,0.131
1169,1.4105,0,0,0,0,1.21,2.3,0.466,0.15,0.481,0.131
1170,1.4104,0,0,0,0,1.21,2.3,0.474,0.153,0.481,0.131
1171,1.4103,0,0,0,0,1.21,2.3,0.482,0.155,0.481,0.131
1172,1.4102,0,0,0,0,1.22,2.3,0.489,0.157,0.482,0.131
1173,1.4101,0,0,0,0,1.23,2.3,0.497,0.16,0.482,0.131
1174,1.41,0,0,0,0,1.23,2.3,0.505,0.162,0.482,0.132
1175,1.4099,0,0,0,0,1.23,2.3,0.513,0.164,0.482,0.132
1176,1.4098,0,0,0,0,1.23,2.3,0.521,0.167,0.483,0.132
1177,1.4097,0,0,0,0,1.23,2.3,0.529,0.169,0.483,0.132
1178,1.4096,0,0,0,0,1.23,2.3,0.537,0.171,0.483,0.132
1179,1.4095,0,0,0,0,1.24,2.3,0.545,0.174,0.484,0.133
1180,1.4094,0,0,0,0,1.24,2.3,0.553,0.176,0.484,0.133
1181,1.4093,0,0,0,0,1.24,2.3,0.553,0.176,0.485,0.133
1182,1.4092,0,0,0,0,1.24,2.3,0.552,0.175,0.485,0.133
1183,1.409,0,0,0,0,1.25,2.3,0.552,0.175,0.485,0.133
1184,1.4089,0,0,0,0,1.25,2.3,0.551,0.175,0.485,0.134
1185,1.4088,0,0,0,0,1.26,2.3,0.551,0.175,0.486,0.134
1186,1.4087,0,0,0,0,1.26,2.3,0.551,0.174,0.486,0.134
1187,1.4086,0,0,0,0,1.26,2.3,0.55,0.174,0.486,0.134
1188,1.4085,0,0,0,0,1.26,2.3,0.55,0.174,0.486,0.135
1189,1.4084,0,0,0,0,1.27,2.3,0.549,0.173,0.486,0.135
1190,1.4083,0,0,0,0,1.27,2.3,0.549,0.173,0.486,0.135
1191,1.4082,0,0,0,0,1.27,2.3,0.549,0.173,0.486,0.135
1192,1.4081,0,0,0,0,1.27,2.3,0.548,0.172,0.486,0.135
1193,1.408,0,0,0,0,1.28,2.3,0.548,0.172,0.486,0.135
1194,1.4079,0,0,0,0,1.28,2.3,0.547,0.172,0.486,0.135
1195,1.4078,0,0,0,0,1.28,2.3,0.547,0.172,0.486,0.136
1196,1.4077,0,0,0,0,1.28,2.3,0.547,0.171,0.486,0.136
1197,1.4076,0,0,0,0,1.28,2.3,0.546,0.171,0.486,0.136
1198,1.4075,0,0,0,0,1.28,2.3,0.546,0.171,0.486,0.136
1199,1.4074,0,0,0,0,1.28,2.3,0.545,0.17,0.486,0.137
1200,1.4073,0,0,0,0,1.27,2.3,0.545,0.17,0.486,0.137
1201,1.4072,0,0,0,0,1.27,2.3,0.548,0.171,0.487,0.137
1202,1.4071,0,0,0,0,1.27,2.3,0.55,0.171,0.487,0.137
1203,1.407,0,0,0,0,1.27,2.3,0.553,0.172,0.487,0.137
1204,1.4069,0,0,0,0,1.27,2.3,0.556,0.173,0.487,0.138
1205,1.4068,0,0,0,0,1.27,2.3,0.559,0.173,0.487,0.138
1206,1.4067,0,0,0,0,1.27,2.31,0.561,0.174,0.488,0.138
1207,1.4066,0,0,0,0,1.26,2.31,0.564,0.175,0.488,0.139
1208,1.4065,0,0,0,0,1.26,2.31,0.567,0.175,0.488,0.139
1209,1.4064,0,0,0,0,1.26,2.31,0.569,0.176,0.488,0.14
1210,1.4063,0,0,0,0,1.26,2.31,0.572,0.177,0.488,0.141
1211,1.4062,0,0,0,0,1.25,2.32,0.575,0.177,0.488,0.141
1212,1.4061,0,0,0,0,1.25,2.32,0.577,0.178,0.488,0.141
1213,1.406,0,0,0,0,1.24,2.32,0.58,0.179,0.488,0.141
1214,1.4059,0,0,0,0,1.24,2.32,0.583,0.179,0.488,0.141
1215,1.4058,0,0,0,0,1.24,2.33,0.586,0.18,0.488,0.141
1216,1.4057,0,0,0,0,1.24,2.33,0.588,0.18,0.488,0.142
1217,1.4056,0,0,0,0,1.23,2.33,0.591,0.181,0.488,0.142
1218,1.4054,0,0,0,0,1.22,2.34,0.594,0.182,0.489,0.142
1219,1.4053,0,0,0,0,1.22,2.34,0.596,0.182,0.489,0.142
1220,1.4052,0,0,0,0,1.21,2.35,0.599,0.183,0.489,0.142
1221,1.4051,0,0,0,0,1.21,2.35,0.598,0.183,0.489,0.142
1222,1.405,0,0,0,0,1.21,2.35,0.598,0.182,0.489,0.142
1223,1.4049,0,0,0,0,1.21,2.36,0.597,0.182,0.489,0.143
1224,1.4048,0,0,0,0,1.21,2.36,0.597,0.181,0.49,0.143
1225,1.4047,0,0,0,0,1.2,2.37,0.596,0.181,0.49,0.143
1226,1.4046,0,0,0,0,1.2,2.37,0.595,0.181,0.49,0.144
1227,1.4045,0,0,0,0,1.2,2.38,0.595,0.18,0.49,0.144
1228,1.4044,0,0,0,0,1.2,2.38,0.594,0.18,0.49,0.145
1229,1.4043,0,0,0,0,1.19,2.39,0.594,0.179,0.49,0.145
1230,1.4042,0,0,0,0,1.19,2.4,0.593,0.179,0.49,0.145
1231,1.4041,0,0,0,0,1.18,2.4,0.592,0.179,0.49,0.145
1232,1.404,0,0,0,0,1.18,2.41,0.592,0.178,0.49,0.145
1233,1.4038,0,0,0,0,1.18,2.41,0.591,0.178,0.49,0.145
1234,1.4037,0,0,0,0,1.17,2.42,0.591,0.177,0.49,0.145
1235,1.4036,0,0,0,0,1.17,2.42,0.59,0.177,0.491,0.145
1236,1.4035,0,0,0,0,1.16,2.43,0.589,0.177,0.491,0.145
1237,1.4034,0,0,0,0,1.16,2.44,0.589,0.176,0.491,0.145
1238,1.4033,0,0,0,0,1.16,2.44,0.588,0.176,0.491,0.146
1239,1.4032,0,0,0,0,1.16,2.45,0.588,0.175,0.491,0.146
1240,1.4031,0,0,0,0,1.16,2.45,0.587,0.175,0.492,0.146
1241,1.403,0,0,0,0,1.15,2.46,0.585,0.174,0.492,0.146
1242,1.4029,0,0,0,0,1.15,2.47,0.583,0.173,0.492,0.146
1243,1.4028,0,0,0,0,1.14,2.47,0.58,0.173,0.492,0.146
1244,1.4027,0,0,0,0,1.14,2.48,0.578,0.172,0.493,0.146
1245,1.4026,0,0,0,0,1.13,2.49,0.576,0.171,0.493,0.146
1246,1.4025,0,0,0,0,1.13,2.49,0.574,0.17,0.493,0.146
1247,1.4024,0,0,0,0,1.13,2.5,0.571,0.169,0.493,0.146
1248,1.4023,0,0,0,0,1.12,2.51,0.569,0.169,0.493,0.146
1249,1.4022,0,0,0,0,1.12,2.51,0.567,0.168,0.493,0.146
1250,1.4021,0,0,0,0,1.12,2.52,0.565,0.167,0.493,0.147
1251,1.402,0,0,0,0,1.11,2.53,0.562,0.166,0.493,0.147
1252,1.4019,0,0,0,0,1.11,2.53,0.56,0.165,0.493,0.147
1253,1.4017,0,0,0,0,1.1,2.54,0.558,0.165,0.493,0.147
1254,1.4016,0,0,0,0,1.1,2.55,0.556,0.164,0.493,0.148
1255,1.4015,0,0,0,0,1.1,2.55,0.553,0.163,0.492,0.148
1256,1.4014,0,0,0,0,1.1,2.56,0.551,0.162,0.493,0.148
1257,1.4013,0,0,0,0,1.1,2.56,0.549,0.161,0.493,0.148
1258,1.4012,0,0,0,0,1.1,2.57,0.547,0.161,0.493,0.148
1259,1.4011,0,0,0,0,1.1,2.58,0.544,0.16,0.493,0.148
1260,1.401,0,0,0,0,1.09,2.58,0.542,0.159,0.493,0.148
1261,1.4009,0,0,0,0,1.09,2.59,0.541,0.159,0.494,0.148
1262,1.4008,0,0,0,0,1.09,2.6,0.539,0.158,0.494,0.148
1263,1.4007,0,0,0,0,1.08,2.6,0.538,0.157,0.494,0.148
1264,1.4006,0,0,0,0,1.08,2.61,0.536,0.157,0.494,0.148
1265,1.4005,0,0,0,0,1.08,2.61,0.535,0.156,0.494,0.148
1266,1.4004,0,0,0,0,1.08,2.62,0.534,0.156,0.494,0.148
1267,1.4003,0,0,0,0,1.08,2.63,0.532,0.155,0.494,0.148
1268,1.4001,0,0,0,0,1.08,2.63,0.531,0.155,0.494,0.148
1269,1.4,0,0,0,0,1.08,2.64,0.529,0.154,0.494,0.148
1270,1.3999,0,0,0,0,1.08,2.64,0.528,0.154,0.494,0.148
1271,1.3998,0,0,0,0,1.08,2.65,0.527,0.153,0.494,0.148
1272,1.3997,0,0,0,0,1.09,2.65,0.525,0.152,0.494,0.149
1273,1.3996,0,0,0,0,1.09,2.66,0.524,0.152,0.495,0.149
1274,1.3995,0,0,0,0,1.1,2.66,0.522,0.151,0.495,0.149
1275,1.3994,0,0,0,0,1.1,2.67,0.521,0.151,0.495,0.149
1276,1.3993,0,0,0,0,1.11,2.67,0.52,0.15,0.495,0.149
1277,1.3992,0,0,0,0,1.11,2.68,0.518,0.15,0.495,0.149
1278,1.3991,0,0,0,0,1.11,2.68,0.517,0.149,0.495,0.149
1279,1.399,0,0,0,0,1.12,2.69,0.515,0.149,0.495,0.149
1280,1.3989,0,0,0,0,1.12,2.69,0.514,0.148,0.495,0.15
1281,1.3988,0,0,0,0,1.13,2.69,0.511,0.147,0.496,0.15
1282,1.3987,0,0,0,0,1.14,2.7,0.509,0.146,0.496,0.15
1283,1.3985,0,0,0,0,1.15,2.7,0.506,0.146,0.496,0.151
1284,1.3984,0,0,0,0,1.16,2.7,0.504,0.145,0.497,0.151
1285,1.3983,0,0,0,0,1.16,2.71,0.501,0.144,0.497,0.151
1286,1.3982,0,0,0,0,1.17,2.71,0.498,0.143,0.497,0.151
1287,1.3981,0,0,0,0,1.18,2.71,0.496,0.142,0.497,0.151
1288,1.398,0,0,0,0,1.18,2.72,0.493,0.141,0.497,0.151
1289,1.3979,0,0,0,0,1.19,2.72,0.491,0.14,0.498,0.151
1290,1.3978,0,0,0,0,1.2,2.72,0.488,0.14,0.498,0.151
1291,1.3977,0,0,0,0,1.21,2.72,0.485,0.139,0.498,0.151
1292,1.3976,0,0,0,0,1.22,2.73,0.483,0.138,0.498,0.151
1293,1.3975,0,0,0,0,1.23,2.73,0.48,0.137,0.498,0.151
1294,1.3974,0,0,0,0,1.24,2.73,0.478,0.136,0.499,0.151
1295,1.3973,0,0,0,0,1.25,2.73,0.475,0.135,0.499,0.151
1296,1.3972,0,0,0,0,1.27,2.73,0.472,0.134,0.499,0.152
1297,1.3971,0,0,0,0,1.28,2.73,0.47,0.134,0.499,0.152
1298,1.397,0,0,0,0,1.3,2.73,0.467,0.133,0.499,0.153
1299,1.3969,0,0,0,0,1.31,2.73,0.465,0.132,0.499,0.153
1300,1.3968,0,0,0,0,1.32,2.72,0.462,0.131,0.499,0.153
1301,1.3967,0,0,0,0,1.34,2.74,0.455,0.129,0.499,0.153
1302,1.3966,0,0,0,0,1.35,2.73,0.449,0.127,0.499,0.153
1303,1.3965,0,0,0,0,1.37,2.72,0.442,0.125,0.499,0.153
1304,1.3964,0,0,0,0,1.39,2.71,0.435,0.123,0.499,0.153
1305,1.3963,0,0,0,0,1.42,2.7,0.428,0.121,0.499,0.154
1306,1.3962,0,0,0,0,1.44,2.7,0.422,0.119,0.499,0.154
1307,1.3961,0,0,0,0,1.47,2.69,0.415,0.117,0.499,0.154
1308,1.396,0,0,0,0,1.49,2.69,0.408,0.115,0.499,0.153
1309,1.3959,0,0,0,0,1.51,2.69,0.401,0.114,0.499,0.153
1310,1.3958,0,0,0,0,1.53,2.68,0.395,0.112,0.499,0.153
1311,1.3957,0,0,0,0,1.56,2.68,0.388,0.11,0.499,0.153
1312,1.3956,0,0,0,0,1.58,2.68,0.381,0.108,0.499,0.153
1313,1.3955,0,0,0,0,1.61,2.68,0.374,0.106,0.499,0.153
1314,1.3954,0,0,0,0,1.64,2.67,0.368,0.104,0.499,0.153
1315,1.3953,0,0,0,0,1.67,2.67,0.361,0.102,0.499,0.153
1316,1.3952,0,0,0,0,1.7,2.67,0.354,0.0998,0.499,0.153
1317,1.3951,0,0,0,0,1.73,2.67,0.347,0.0979,0.499,0.153
1318,1.3949,0,0,0,0,1.76,2.67,0.341,0.0959,0.499,0.153
1319,1.3948,0,0,0,0,1.79,2.67,0.334,0.094,0.499,0.153
1320,1.3947,0,0,0,0,1.83,2.68,0.327,0.092,0.499,0.153
1321,1.3946,0,0,0,0,1.87,2.67,0.324,0.0911,0.499,0.153
1322,1.3945,0,0,0,0,1.91,2.68,0.321,0.0902,0.499,0.153
1323,1.3944,0,0,0,0,1.94,2.68,0.318,0.0893,0.499,0.153
1324,1.3943,0,0,0,0,1.97,2.68,0.314,0.0884,0.499,0.153
