"band1","band2","band3","band4","band5","band6","band7","band8","band9","band10","band11","band12","band13"
6.91660428239785e-310,485,6.91660428241366e-310,6.91660428242157e-310,6.91660428242948e-310,6.91660428243738e-310,6.91660428244529e-310,821,6.91660428266821e-310,6.91660428267611e-310,1386,1585,2112
6.91660428270773e-310,486,6.91660428272354e-310,6.91660428273145e-310,6.91660428273935e-310,6.91660428274726e-310,6.91660428275516e-310,822,6.91660428277097e-310,6.91660428277888e-310,1387,1586,2113
6.9166042828105e-310,487,6.91660428282631e-310,6.91660428283421e-310,6.91660428284212e-310,6.91660428285002e-310,6.91660428306504e-310,823,6.91660428308085e-310,6.91660428308876e-310,1388,1587,2114
6.91660428312038e-310,488,6.91660428313619e-310,6.91660428314409e-310,6.916604283152e-310,6.9166042831599e-310,6.91660428316781e-310,824,6.91660428318362e-310,6.91660428319152e-310,1389,1588,2115
6.91660428322314e-310,489,6.91660428323895e-310,6.91660428324686e-310,6.91660428325476e-310,6.91660428346978e-310,6.91660428347768e-310,825,6.91660428349349e-310,6.9166042835014e-310,1390,1589,2116
6.91660428353302e-310,490,6.91660428354883e-310,6.91660428355674e-310,6.91660428356464e-310,6.91660428357255e-310,6.91660428358045e-310,826,6.91660428359626e-310,6.91660428360417e-310,1391,1590,2117
6.91660428363579e-310,491,6.9166042836516e-310,6.9166042836595e-310,6.91660428367215e-310,6.91660428368005e-310,6.91660428368796e-310,827,6.91660428370377e-310,6.91660428371167e-310,1392,1591,2118
6.91660428374329e-310,492,6.9166042837591e-310,6.91660428376701e-310,6.91660428377491e-310,6.91660428378282e-310,6.91660428379072e-310,828,6.91660428380653e-310,6.91660428381444e-310,1393,1592,2119
6.91660428384606e-310,493,6.91660428386187e-310,6.91660428407689e-310,6.91660428408479e-310,6.9166042840927e-310,6.9166042841006e-310,829,6.91660428411641e-310,6.91660428412432e-310,1394,1593,2120
6.91660428415594e-310,494,6.91660428417175e-310,6.91660428417965e-310,6.91660428418756e-310,6.91660428419546e-310,6.91660428420337e-310,830,6.91660428421918e-310,6.91660428422708e-310,1395,1594,2121
6.9166042842587e-310,495,6.91660428427926e-310,6.91660428428716e-310,6.91660428429507e-310,6.91660428430297e-310,6.91660428431088e-310,831,6.91660428432669e-310,6.91660428433459e-310,1396,1595,2122
6.91660428436621e-310,496,6.91660428438202e-310,6.91660428438993e-310,6.91660428439783e-310,6.91660428440574e-310,6.91660428441364e-310,832,6.91660428442945e-310,6.91660428443736e-310,1397,1596,2123
6.91660428446898e-310,497,6.91660428448953e-310,6.91660428449744e-310,6.91660428450534e-310,6.91660428451325e-310,6.91660428452115e-310,833,6.91660428453696e-310,6.91660428454487e-310,1398,1597,2124
6.91660428457649e-310,498,6.9166042845923e-310,6.9166042846002e-310,6.91660428460811e-310,6.91660428461601e-310,6.91660428462392e-310,834,6.91660428463973e-310,6.91660428464763e-310,1399,1598,2125
6.91660428488636e-310,499,6.91660428490217e-310,6.91660428491008e-310,6.91660428491798e-310,6.91660428492589e-310,6.91660428493379e-310,835,6.91660428494961e-310,6.91660428495751e-310,1400,1599,2126
6.91660428498913e-310,500,6.91660428500494e-310,6.91660428501285e-310,6.91660428502075e-310,6.91660428502866e-310,6.91660428503656e-310,836,6.91660428505237e-310,6.91660428506028e-310,1401,1600,2127
6.91660428509664e-310,501,6.91660428511245e-310,6.91660428512035e-310,6.91660428512826e-310,6.91660428513616e-310,6.91660428514407e-310,837,6.91660428515988e-310,6.91660428516778e-310,1402,1601,2128
6.9166042851994e-310,502,6.91660428521521e-310,6.91660428522312e-310,6.91660428523102e-310,6.91660428523893e-310,6.91660428524683e-310,838,6.91660428526265e-310,6.91660428527055e-310,1403,1602,2129
6.91660428550928e-310,503,6.91660428552509e-310,6.916604285533e-310,6.9166042855409e-310,6.91660428554881e-310,6.91660428555671e-310,839,6.91660428557252e-310,6.91660428558043e-310,1404,1603,2130
6.91660428561205e-310,504,6.91660428562786e-310,6.91660428563576e-310,6.91660428564367e-310,6.91660428565157e-310,6.91660428565948e-310,840,6.91660428567529e-310,6.91660428568319e-310,1405,1604,2131
6.91660428571956e-310,505,6.91660428573537e-310,6.91660428574327e-310,6.91660428575118e-310,6.91660428575908e-310,6.91660428576699e-310,841,6.9166042857828e-310,6.9166042857907e-310,1406,1605,2132
6.91660428582232e-310,506,6.91660428583813e-310,6.91660428584604e-310,6.91660428585394e-310,6.91660428586185e-310,6.91660428586975e-310,842,6.91660428588556e-310,6.91660428589821e-310,1407,1606,2133
6.91660428592983e-310,507,6.91660428594564e-310,6.91660428595355e-310,6.91660428596145e-310,6.91660428596936e-310,6.91660428597726e-310,843,6.91660428599307e-310,6.91660428600098e-310,1408,1607,2134
6.9166042860326e-310,508,6.91660428604841e-310,6.91660428605631e-310,6.91660428606422e-310,6.91660428607212e-310,6.91660428608003e-310,844,6.91660428630295e-310,6.91660428631085e-310,1409,1608,2135
6.91660428634247e-310,509,6.91660428635829e-310,6.91660428636619e-310,6.9166042863741e-310,6.916604286382e-310,6.91660428638991e-310,845,6.91660428640572e-310,6.91660428641362e-310,1410,1609,2136
6.91660428644524e-310,510,6.91660428646105e-310,6.91660428646896e-310,6.91660428647686e-310,6.91660428648477e-310,6.91660428649267e-310,846,6.91660428651322e-310,6.91660428652113e-310,1411,1610,2137
6.91660428655275e-310,511,6.91660428656856e-310,6.91660428658437e-310,6.9166042007877e-310,6.91660428660018e-310,6.91660428659227e-310,847,6.91660428661599e-310,6.91660428662389e-310,1412,1611,2138
6.91660428665551e-310,512,6.91660428667133e-310,6.91660428667923e-310,6.91660428669504e-310,6.91660428668714e-310,6.91660431321807e-310,848,6.91660431323388e-310,6.91660431324178e-310,1413,1612,2139
6.9166043132734e-310,513,6.91660431328921e-310,6.91660431329712e-310,6.91660432441952e-310,6.91660432441162e-310,6.91660432442743e-310,849,6.91660432444324e-310,6.91660432445114e-310,1414,1613,2140
6.91660432448276e-310,514,6.91660432449857e-310,6.91660432450648e-310,6.91660432451438e-310,6.91660432452229e-310,6.91660432453019e-310,850,6.91660432440371e-310,6.91660420070074e-310,1415,1614,2141
6.91660420073236e-310,515,6.91660420074817e-310,6.91660420075608e-310,6.91660420076398e-310,6.91660420077189e-310,6.91660420077979e-310,851,6.91660420080351e-310,6.91660420081141e-310,6.91660420081932e-310,1615,2142
6.91660420084303e-310,516,6.91660420085884e-310,6.91660420086675e-310,6.91660420087465e-310,6.91660420088256e-310,6.91660420089046e-310,852,6.91660427538291e-310,6.91660427539082e-310,6.91660427539872e-310,1616,2143
6.91660427542244e-310,517,6.91660427543825e-310,6.91660427544615e-310,6.91660427545406e-310,6.91660427546196e-310,6.91660427546987e-310,853,6.91660427548568e-310,6.91660427549358e-310,6.91660427550149e-310,1617,2144
6.9166042755252e-310,518,6.91660427554101e-310,6.91660427554892e-310,6.91660427555682e-310,6.91660427556473e-310,6.91660427598212e-310,854,6.91660427599793e-310,6.91660427600583e-310,6.91660427601374e-310,1618,2145
6.91660427603745e-310,519,6.91660427605326e-310,6.91660427606117e-310,6.91660427606907e-310,6.91660427607698e-310,6.91660427608488e-310,855,6.91660427610069e-310,6.9166042761086e-310,6.9166042761165e-310,1619,2146
6.91660427614022e-310,520,6.91660427615603e-310,6.91660427616393e-310,6.91660427617184e-310,6.91660427658922e-310,6.91660427659713e-310,856,6.91660427661294e-310,6.91660427662084e-310,6.91660427662875e-310,1620,2147
6.91660427665246e-310,521,6.91660427666827e-310,6.91660427667618e-310,6.91660427668408e-310,6.91660427669199e-310,6.91660427669989e-310,857,6.9166042767157e-310,6.91660427672361e-310,6.91660427673151e-310,1621,2148
6.91660427675523e-310,522,6.91660427677104e-310,6.91660427677895e-310,6.91660427800581e-310,6.91660427801371e-310,6.91660427802162e-310,858,6.91660427803743e-310,6.91660427804533e-310,6.91660427805324e-310,1622,2149
6.91660427807695e-310,523,6.91660427809276e-310,6.91660427810067e-310,6.91660427810857e-310,6.91660427811648e-310,6.91660427812438e-310,859,6.91660427814019e-310,6.9166042781481e-310,6.916604278156e-310,1623,2150
6.91660427817972e-310,524,6.91660427819553e-310,6.91660427881529e-310,6.91660427882319e-310,6.9166042788311e-310,6.916604278839e-310,860,6.91660427885481e-310,6.91660427886272e-310,6.91660427887062e-310,1624,2151
6.91660427889434e-310,525,6.91660427891015e-310,6.91660427891805e-310,6.91660427892596e-310,6.91660427893386e-310,6.91660427894177e-310,861,6.91660427895758e-310,6.91660427896548e-310,6.91660427897339e-310,1625,2152
6.9166042789971e-310,526,6.9166042800295e-310,6.91660428003741e-310,6.91660428004531e-310,6.91660428005322e-310,6.91660428006112e-310,862,6.91660428007693e-310,6.91660428008484e-310,6.91660428009274e-310,1626,2153
6.91660428011646e-310,527,6.91660428013227e-310,6.91660428014017e-310,6.91660428014808e-310,6.91660428015598e-310,6.91660428016389e-310,863,6.9166042801797e-310,6.9166042801876e-310,6.91660428019551e-310,1627,2154
6.91660428021922e-310,528,6.91660428064451e-310,6.91660428065242e-310,6.91660428066032e-310,6.91660428066823e-310,6.91660428067613e-310,864,6.91660428069194e-310,6.91660428069985e-310,6.91660428070776e-310,1628,2155
6.91660428073147e-310,529,6.91660428074728e-310,6.91660428075519e-310,6.91660428076309e-310,6.916604280771e-310,6.9166042807789e-310,865,6.91660428079471e-310,6.91660428080262e-310,6.91660428081052e-310,1629,2156
6.91660428104135e-310,530,6.91660428105716e-310,6.91660428106506e-310,6.91660428107297e-310,6.91660428108087e-310,6.91660428108878e-310,866,6.91660428110459e-310,6.91660428111249e-310,6.9166042811204e-310,1630,2157
6.91660428114411e-310,531,6.91660428115992e-310,6.91660428116783e-310,6.91660428117573e-310,6.91660428118364e-310,6.91660428119154e-310,867,6.91660428120735e-310,6.91660428121526e-310,6.91660428122316e-310,1631,2158
6.9166042820611e-310,532,6.91660428207691e-310,6.91660428208481e-310,6.91660428209272e-310,6.91660428210062e-310,6.91660428210853e-310,868,6.91660428212434e-310,6.91660428213225e-310,6.91660428214015e-310,1632,2159
6.91660428216387e-310,6.91660428217177e-310,6.91660428217968e-310,6.91660428218758e-310,6.91660428219549e-310,6.91660428220339e-310,6.9166042822113e-310,869,6.91660428222711e-310,6.91660428223501e-310,6.91660428224292e-310,1633,2160
6.91660428247374e-310,6.91660428248165e-310,6.91660428248955e-310,6.91660428249746e-310,6.91660428250536e-310,6.91660428251327e-310,6.91660428252117e-310,870,-2.64552901655748e+70,-2.64573964114082e+70,-2.64595026572416e+70,1634,2161
-2.64658213947417e+70,-2.6467927640575e+70,-2.64700338864084e+70,-2.64721401322418e+70,-3.34211725238746e+123,-2.65315395471943e+70,-2.65336425105762e+70,871,-2.6537855002243e+70,-2.65399612480763e+70,-2.65420674939097e+70,1635,2162
-2.65483862314098e+70,-2.65504924772432e+70,-2.65525987230766e+70,-2.65547049689099e+70,9.09945467890181e+306,-2.65589207424958e+70,-2.656102370641e+70,872,6.9166320967214e-310,6.9166320967214e-310,4.66642395155097e-310,1636,2163
6.9166042833678e-310,6.91660428337571e-310,6.91660428337729e-310,6.91660428337887e-310,6.91660428338045e-310,6.91660428338203e-310,6.91660428338361e-310,873,6.91660428338678e-310,6.91660428338836e-310,6.91660428338994e-310,1637,2164
6.91660428339468e-310,6.91660428339626e-310,6.91660428339784e-310,6.91660428339942e-310,6.91660428340101e-310,6.91660428340259e-310,6.91660428340417e-310,874,6.91660428340733e-310,6.91660428340891e-310,6.91660428341049e-310,1638,2165
6.91660428341523e-310,6.91660428341682e-310,6.9166042834184e-310,6.91660428341998e-310,6.91660428342156e-310,6.91660428342314e-310,6.91660428342472e-310,875,6.91660428342788e-310,6.91660428342946e-310,6.91660428343104e-310,1639,2166
6.91660428343579e-310,6.91660428343737e-310,6.91660428343895e-310,6.91660428344053e-310,6.91660428344211e-310,6.91660428344369e-310,6.91660428344527e-310,876,6.91660428344844e-310,6.91660428345002e-310,6.9166042834516e-310,1640,2167
6.91660428345634e-310,6.91660428345792e-310,6.9166042834595e-310,6.91660428346108e-310,6.91660428346267e-310,6.91660428346425e-310,6.91660428387373e-310,877,6.91660428387689e-310,6.91660428387847e-310,6.91660428388005e-310,1641,2168
6.91660428388479e-310,6.91660428388638e-310,6.91660428388796e-310,6.91660428388954e-310,6.91660428389112e-310,6.9166042838927e-310,6.91660428389428e-310,878,6.91660428389744e-310,6.91660428389902e-310,6.9166042839006e-310,1642,2169
6.91660428390535e-310,6.91660428390693e-310,6.91660428390851e-310,6.91660428391009e-310,6.91660428391167e-310,6.91660428391325e-310,6.91660428391483e-310,879,6.916604283918e-310,6.91660428391958e-310,6.91660428392116e-310,1643,2170
6.9166042839259e-310,6.91660428392748e-310,6.91660428392906e-310,6.91660428393064e-310,6.91660428393223e-310,6.91660428393381e-310,6.91660428393539e-310,880,6.91660428393855e-310,6.91660428394013e-310,6.91660428394171e-310,1644,2171
6.91660428394645e-310,6.91660428394804e-310,6.91660428394962e-310,6.9166042839512e-310,6.91660428395278e-310,6.91660428395436e-310,6.91660428395594e-310,881,6.9166042839591e-310,6.91660428396068e-310,6.91660428396226e-310,1645,2172
6.91660428396701e-310,6.91660428396859e-310,6.91660428397017e-310,6.91660428397175e-310,6.91660428397333e-310,6.91660428397491e-310,6.91660428397649e-310,882,6.91660428397966e-310,6.91660428398124e-310,6.91660428398282e-310,1646,2173
6.91660428398756e-310,6.91660428398914e-310,6.91660428399072e-310,6.9166042839923e-310,6.91660428399388e-310,6.91660428399547e-310,6.91660428399705e-310,883,6.91660428400021e-310,6.91660428400179e-310,6.91660428400337e-310,1647,2174
6.91660428400811e-310,6.91660428400969e-310,6.91660428401128e-310,6.91660428401286e-310,6.91660428401444e-310,6.91660428401602e-310,6.9166042840176e-310,884,6.91660428402076e-310,6.91660428402234e-310,6.91660428402392e-310,1648,2175
6.91660428402867e-310,6.91660428403025e-310,6.91660428403183e-310,6.91660428403341e-310,6.91660428403499e-310,6.91660428403657e-310,6.91660428403815e-310,885,6.91660428404131e-310,6.9166042840429e-310,6.91660428404448e-310,1649,2176
6.91660428404922e-310,6.9166042840508e-310,6.91660428405238e-310,6.91660428405396e-310,6.91660428405554e-310,6.91660428405712e-310,6.91660428405871e-310,886,6.91660428406187e-310,6.91660428406345e-310,6.91660428406503e-310,1650,2177
6.91660428406977e-310,6.91660428407135e-310,6.9166042846832e-310,6.91660428468479e-310,6.91660428468637e-310,6.91660428468795e-310,6.91660428468953e-310,887,6.91660428469269e-310,6.91660428469427e-310,6.91660428469585e-310,1651,2178
6.9166042847006e-310,6.91660428470218e-310,6.91660428470376e-310,6.91660428470534e-310,6.91660428470692e-310,6.9166042847085e-310,6.91660428471008e-310,888,6.91660428471324e-310,6.91660428471483e-310,6.91660428471641e-310,1652,2179
6.91660428472115e-310,6.91660428472273e-310,6.91660428472431e-310,6.91660428472589e-310,6.91660428472747e-310,6.91660428472905e-310,6.91660428473064e-310,889,6.9166042847338e-310,6.91660428473538e-310,6.91660428473696e-310,1653,2180
6.9166042847417e-310,6.91660428474328e-310,6.91660428474486e-310,6.91660428474645e-310,6.91660428474803e-310,6.91660428474961e-310,6.91660428475119e-310,890,6.91660428475435e-310,6.91660428475593e-310,6.91660428475751e-310,1654,2181
6.91660428476226e-310,6.91660428476384e-310,6.91660428476542e-310,6.916604284767e-310,6.91660428476858e-310,6.91660428477016e-310,6.91660428477174e-310,891,6.9166042847749e-310,6.91660428477648e-310,6.91660428477807e-310,1655,2182
6.91660428478281e-310,6.91660428478439e-310,6.91660428478597e-310,6.91660428478755e-310,6.91660428478913e-310,6.91660428479071e-310,6.91660428479229e-310,892,6.91660428479546e-310,6.91660428479704e-310,6.91660428479862e-310,1656,2183
6.91660428480336e-310,6.91660428480494e-310,6.91660428480652e-310,6.9166042848081e-310,6.91660428480969e-310,6.91660428481127e-310,6.91660428481285e-310,893,6.91660428481601e-310,6.91660428481759e-310,6.91660428481917e-310,1657,2184
6.91660428482391e-310,6.9166042848255e-310,6.91660428482708e-310,6.91660428482866e-310,6.91660428483024e-310,6.91660428483182e-310,6.9166042848334e-310,894,6.91660428483656e-310,6.91660428483814e-310,6.91660428483972e-310,1658,2185
6.91660428484447e-310,6.91660428484605e-310,6.91660428484763e-310,6.91660428484921e-310,6.91660428485079e-310,6.91660428485237e-310,6.91660428485395e-310,895,6.91660428485712e-310,6.9166042848587e-310,6.91660428486028e-310,1659,2186
6.91660428486502e-310,6.9166042848666e-310,6.91660428486818e-310,6.91660428486976e-310,6.91660428487135e-310,6.91660428487293e-310,6.91660428487451e-310,896,6.91660428487767e-310,6.91660428487925e-310,6.91660428488083e-310,1660,2187
6.91660428529347e-310,6.91660428529506e-310,6.91660428529664e-310,6.91660428529822e-310,6.9166042852998e-310,6.91660428530138e-310,6.91660428530296e-310,897,6.91660428530612e-310,6.9166042853077e-310,6.91660428530928e-310,1661,2188
6.91660428531403e-310,6.91660428531561e-310,6.91660428531719e-310,6.91660428531877e-310,6.91660428532035e-310,6.91660428532193e-310,6.91660428532351e-310,898,6.91660428532668e-310,6.91660428532826e-310,6.91660428532984e-310,1662,2189
6.91660428533458e-310,6.91660428533616e-310,6.91660428533774e-310,6.91660428533932e-310,6.91660428534091e-310,6.91660428534249e-310,6.91660428534407e-310,899,6.91660428534723e-310,6.91660428534881e-310,6.91660428535039e-310,1663,2190
6.91660428535513e-310,6.91660428535672e-310,6.9166042853583e-310,6.91660428535988e-310,6.91660428536146e-310,6.91660428536304e-310,6.91660428536462e-310,900,6.91660428536778e-310,6.91660428536936e-310,6.91660428537094e-310,1664,2191
6.91660428537569e-310,6.91660428537727e-310,6.91660428537885e-310,6.91660428538043e-310,6.91660428538201e-310,6.91660428538359e-310,6.91660428538517e-310,901,6.91660428538834e-310,6.91660428538992e-310,6.9166042853915e-310,1665,2192
6.91660428539624e-310,6.91660428539782e-310,6.9166042853994e-310,6.91660428540098e-310,6.91660428540256e-310,6.91660428540415e-310,6.91660428540573e-310,902,6.91660428540889e-310,6.91660428541047e-310,6.91660428541205e-310,1666,2193
6.91660428541679e-310,6.91660428541837e-310,6.91660428541996e-310,6.91660428542154e-310,6.91660428542312e-310,6.9166042854247e-310,6.91660428542628e-310,903,6.91660428542944e-310,6.91660428543102e-310,6.9166042854326e-310,1667,2194
6.91660428543735e-310,6.91660428543893e-310,6.91660428544051e-310,6.91660428544209e-310,6.91660428544367e-310,6.91660428544525e-310,6.91660428544683e-310,904,6.91660428544999e-310,6.91660428545158e-310,6.91660428545316e-310,1668,2195
6.9166042854579e-310,6.91660428545948e-310,6.91660428546106e-310,6.91660428546264e-310,6.91660428546422e-310,6.9166042854658e-310,6.91660428546739e-310,905,6.91660428547055e-310,6.91660428547213e-310,6.91660428547371e-310,1669,2196
6.91660428547845e-310,6.91660428548003e-310,6.91660428548161e-310,6.9166042854832e-310,6.91660428548478e-310,6.91660428548636e-310,6.91660428548794e-310,906,6.91660427112762e-310,6.91660427112921e-310,6.91660427113079e-310,1670,2197
6.91660427113395e-310,6.91660427113553e-310,6.91660427113711e-310,6.91660427113869e-310,6.91660427114027e-310,6.91660427114185e-310,6.91660427114343e-310,907,6.9166042711466e-310,6.91660427114818e-310,6.91660427114976e-310,1671,2198
6.9166042711545e-310,6.91660427115608e-310,6.91660427115766e-310,6.91660427115924e-310,6.91660427116083e-310,6.91660427116241e-310,6.91660427116399e-310,6.91660427116557e-310,6.91660427116715e-310,6.91660427116873e-310,6.91660427117031e-310,1672,2199
6.91660427117505e-310,6.91660427117664e-310,6.91660427117822e-310,6.9166042711798e-310,6.91660427118138e-310,6.91660427118296e-310,6.91660427118454e-310,6.91660427118612e-310,6.9166042711877e-310,6.91660427118928e-310,6.91660427119086e-310,1673,2200
6.91660427119561e-310,6.91660427119719e-310,6.91660427119877e-310,6.91660427120035e-310,6.91660427120193e-310,6.91660427120351e-310,6.91660427120509e-310,6.91660427120668e-310,6.91660427120826e-310,6.91660427120984e-310,6.91660427121142e-310,1674,2201
6.91660427121616e-310,6.91660427121774e-310,6.91660427121932e-310,6.9166042712209e-310,6.91660427122249e-310,6.91660427122407e-310,6.91660427122565e-310,6.91660427122723e-310,6.91660427122881e-310,6.91660427123039e-310,6.91660427123197e-310,1675,2202
6.91660427123671e-310,6.9166042712383e-310,6.91660427123988e-310,6.91660427124146e-310,6.91660427124304e-310,6.91660427124462e-310,6.9166042712462e-310,6.91660427124778e-310,6.91660427124936e-310,6.91660427125094e-310,6.91660427125252e-310,1676,2203
6.91660427125727e-310,6.91660427125885e-310,6.91660427126043e-310,6.91660427126201e-310,6.91660427126359e-310,6.91660427126517e-310,6.91660427126675e-310,6.91660427126833e-310,6.91660427126992e-310,6.9166042712715e-310,6.91660427127308e-310,1677,2204
6.91660427127782e-310,6.9166042712794e-310,6.91660427128098e-310,6.91660427128256e-310,6.91660427128414e-310,6.91660427128573e-310,6.91660427128731e-310,6.91660427128889e-310,6.91660427129047e-310,6.91660427129205e-310,6.91660427129363e-310,1678,2205
6.91660427129837e-310,6.91660427129995e-310,6.91660427130154e-310,6.91660427130312e-310,6.9166042713047e-310,6.91660427130628e-310,6.91660427130786e-310,6.91660427130944e-310,6.91660427131102e-310,6.9166042713126e-310,6.91660427131418e-310,1679,2206
6.91660427131893e-310,6.91660427132051e-310,6.91660427132209e-310,6.91660426748182e-310,6.9166042674834e-310,6.91660426748498e-310,6.91660426748656e-310,6.91660426748814e-310,6.91660426748972e-310,6.9166042674913e-310,6.91660426749288e-310,6.91660426749446e-310,2207
6.91660426749763e-310,6.91660426749921e-310,6.91660426750079e-310,6.91660426750237e-310,6.91660426750395e-310,6.91660426750553e-310,6.91660426750711e-310,6.91660426750869e-310,6.91660426751027e-310,6.91660426751185e-310,6.91660426751344e-310,6.91660426751502e-310,2208
6.91660426751818e-310,6.91660426751976e-310,6.91660426752134e-310,6.91660426752292e-310,6.9166042675245e-310,6.91660426752608e-310,6.91660426752766e-310,6.91660426752925e-310,6.91660426753083e-310,6.91660426753241e-310,6.91660426753399e-310,6.91660426753557e-310,2209
6.91660426753873e-310,6.91660426754031e-310,6.91660426754189e-310,6.91660426754347e-310,6.91660426754506e-310,6.91660426754664e-310,6.91660426754822e-310,6.9166042675498e-310,6.91660426755138e-310,6.91660426755296e-310,6.91660426755454e-310,6.91660426755612e-310,2210
6.91660426755928e-310,6.91660426756087e-310,6.91660426756245e-310,6.91660426756403e-310,6.91660426756561e-310,6.91660426756719e-310,6.91660426756877e-310,6.91660426757035e-310,6.91660426757193e-310,6.91660426757351e-310,6.91660426757509e-310,6.91660426757668e-310,2211
6.91660426757984e-310,6.91660426758142e-310,6.916604267583e-310,6.91660426758458e-310,6.91660426758616e-310,6.91660426758774e-310,6.91660426758932e-310,6.91660426759091e-310,6.91660426759249e-310,6.91660426759407e-310,6.91660426759565e-310,6.91660426759723e-310,2212
