"band1","band2","band3","band4","band5","band6","band7","band8","band9","band10","band11","band12","band13","band14","band15","band16","band17","band18","band19","band20","band21"
674.231811523438,700.668151855469,746.865112304688,756.664733886719,759.221435546875,762.862365722656,768.514343261719,852.644470214844,875.921325683594,890.940673828125,388.928863525391,926.468078613281,997.520385742188,403.471252441406,434.530364990234,482.010070800781,501.995361328125,551.9912109375,611.961547851563,656.810241699219,666.691040039063
674.314819335938,700.761474609375,746.949645996094,756.721618652344,759.282836914063,762.919250488281,768.629333496094,852.793029785156,876.018371582031,891.036254882813,389.047241210938,926.615417480469,997.764892578125,403.565155029297,434.623321533203,482.105346679688,502.089538574219,552.086059570313,612.055053710938,656.903015136719,666.770751953125
674.39599609375,700.856689453125,747.031494140625,756.777404785156,759.342163085938,762.978088378906,768.752624511719,852.933776855469,876.111999511719,891.129028320313,389.165802001953,926.758911132813,998.009582519531,403.658172607422,434.717193603516,482.199493408203,502.183013916016,552.180725097656,612.1494140625,656.996887207031,666.856262207031
674.477294921875,700.952453613281,747.1103515625,756.830932617188,759.407348632813,763.03662109375,768.869201660156,853.08056640625,876.205688476563,891.224304199219,389.284393310547,926.905517578125,998.254028320313,403.752532958984,434.811950683594,482.292694091797,502.277069091797,552.27490234375,612.243286132813,657.093017578125,666.936218261719
674.56005859375,701.04345703125,747.194274902344,756.889099121094,759.47216796875,763.089111328125,768.991027832031,853.2255859375,876.301696777344,891.318176269531,389.403167724609,927.048522949219,998.498352050781,403.846649169922,434.906677246094,482.387054443359,502.371887207031,552.368469238281,612.336486816406,657.186767578125,667.016235351563
674.641845703125,701.139282226563,747.277160644531,756.94921875,759.533447265625,763.143920898438,769.109008789063,853.368286132813,876.392028808594,891.412292480469,389.52197265625,927.193115234375,998.742797851563,403.940307617188,434.999542236328,482.482330322266,502.466217041016,552.463134765625,612.432250976563,657.279602050781,667.101806640625
674.722778320313,701.235473632813,747.355895996094,757.004150390625,759.5927734375,763.202392578125,769.229309082031,853.5166015625,876.489135742188,891.507446289063,389.640441894531,927.339233398438,998.9873046875,404.033416748047,435.093383789063,482.576599121094,502.559600830078,552.557800292969,612.5244140625,657.374145507813,667.181335449219
674.80517578125,701.327758789063,747.438842773438,757.059204101563,759.658081054688,763.262756347656,769.3486328125,853.656005859375,876.584777832031,891.601257324219,389.758453369141,927.481750488281,999.231262207031,404.127868652344,435.188110351563,482.669830322266,502.653625488281,552.652160644531,612.618591308594,657.469421386719,667.261779785156
674.887756347656,701.422607421875,747.52294921875,757.114318847656,759.722839355469,763.316284179688,769.46826171875,853.8046875,876.675964355469,891.694641113281,389.876647949219,927.628723144531,999.475341796875,404.221893310547,435.282897949219,482.764129638672,502.748443603516,552.745666503906,612.713806152344,657.564392089844,667.347290039063
674.968383789063,701.515747070313,747.601440429688,757.174621582031,759.784118652344,763.370178222656,769.5888671875,853.946716308594,876.772644042969,891.79052734375,389.994812011719,927.771850585938,999.719482421875,404.3154296875,435.375915527344,482.859405517578,502.842864990234,552.840148925781,612.807373046875,657.657043457031,667.426574707031
675.050354003906,701.611206054688,747.683715820313,757.230651855469,759.843444824219,763.427429199219,769.707214355469,854.092590332031,876.865783691406,891.882934570313,390.112945556641,927.918090820313,999.962951660156,404.408660888672,435.469604492188,482.953796386719,502.936248779297,552.934997558594,612.901672363281,657.75048828125,667.507385253906
675.133666992188,701.706787109375,747.768676757813,757.286376953125,759.90869140625,763.486694335938,769.828857421875,854.238403320313,876.960021972656,891.978515625,390.231140136719,928.061950683594,1000.205078125,404.5029296875,435.564361572266,483.046997070313,503.0302734375,553.029357910156,612.995544433594,657.846862792969,667.592956542969
675.213989257813,701.798156738281,747.846862792969,757.33984375,759.973510742188,763.544250488281,769.945861816406,854.380065917969,877.055786132813,892.072143554688,390.349243164063,928.204711914063,1000.44897460938,404.59716796875,435.659149169922,483.141143798828,503.125061035156,553.122863769531,613.088806152344,657.940734863281,667.671936035156
675.295532226563,701.893432617188,747.928405761719,757.399047851563,760.034790039063,763.597045898438,770.068664550781,854.528991699219,877.145935058594,892.16650390625,390.467468261719,928.352172851563,1000.69458007813,404.690643310547,435.752075195313,483.236358642578,503.219512939453,553.217224121094,613.184753417969,658.033508300781,667.753112792969
675.379577636719,701.989807128906,748.013916015625,757.458435058594,760.094116210938,763.652282714844,770.1845703125,854.667785644531,877.243591308594,892.261596679688,390.585815429688,928.495361328125,1000.94012451172,404.783782958984,435.845733642578,483.330902099609,503.312866210938,553.312316894531,613.276550292969,658.1279296875,667.838439941406
675.45947265625,702.082214355469,748.09228515625,757.513488769531,760.159301757813,763.710876464844,770.30859375,854.816284179688,877.339050292969,892.355346679688,390.704010009766,928.641845703125,1001.185546875,404.878173828125,435.940521240234,483.424194335938,503.406860351563,553.406555175781,613.370727539063,658.223083496094,667.917358398438
675.540405273438,702.177368164063,748.173217773438,757.567810058594,760.224365234375,763.771728515625,770.423461914063,854.9599609375,877.430297851563,892.448974609375,390.822174072266,928.784606933594,1001.43078613281,404.972442626953,436.035339355469,483.518249511719,503.501617431641,553.5,613.466064453125,658.318359375,667.998962402344
675.625366210938,702.269775390625,748.25927734375,757.623901367188,760.285522460938,763.82421875,770.548889160156,855.103942871094,877.526794433594,892.54443359375,390.940582275391,928.930480957031,1001.67614746094,405.065856933594,436.128295898438,483.613433837891,503.596099853516,553.594360351563,613.5595703125,658.410949707031,668.084106445313
675.704711914063,702.36572265625,748.337890625,757.684265136719,760.344848632813,763.877990722656,770.662231445313,855.251159667969,877.619812011719,892.636901855469,391.058959960938,929.075500488281,1001.92163085938,405.159088134766,436.222015380859,483.707946777344,503.689422607422,553.689270019531,613.653869628906,658.504150390625,668.162841796875
675.785400390625,702.461242675781,748.418151855469,757.739929199219,760.410095214844,763.935607910156,770.787658691406,855.391784667969,877.714477539063,892.732604980469,391.177398681641,929.217834472656,1002.16705322266,405.253479003906,436.316680908203,483.801361083984,503.783447265625,553.783813476563,613.747741699219,658.600769042969,668.244506835938
675.87109375,702.553039550781,748.504821777344,757.795288085938,760.47509765625,763.995178222656,770.900817871094,855.540649414063,877.809936523438,892.826232910156,391.295959472656,929.364990234375,1002.41229248047,405.347717285156,436.411529541016,483.895294189453,503.878204345703,553.877136230469,613.841003417969,658.694641113281,668.3291015625
675.950378417969,702.647888183594,748.583251953125,757.849487304688,760.5361328125,764.051879882813,771.026489257813,855.680786132813,877.900207519531,892.920654296875,391.414642333984,929.508483886719,1002.65765380859,405.441009521484,436.504760742188,483.990509033203,503.972869873047,553.971435546875,613.937072753906,658.787292480469,668.408264160156
676.03076171875,702.744140625,748.66357421875,757.908935546875,760.595397949219,764.104858398438,771.140747070313,855.827819824219,877.997741699219,893.015625,391.533386230469,929.65478515625,1002.90270996094,405.534271240234,436.598175048828,484.085144042969,504.066162109375,554.066467285156,614.028625488281,658.881713867188,668.490356445313
676.116882324219,702.836853027344,748.750244140625,757.966796875,760.660522460938,764.160888671875,771.265075683594,855.97265625,878.093017578125,893.109252929688,391.652038574219,929.798095703125,1003.1474609375,405.628692626953,436.69287109375,484.178436279297,504.160095214844,554.160827636719,614.122985839844,658.976867675781,668.57421875
676.195922851563,702.931945800781,748.828491210938,758.022277832031,760.725646972656,764.219482421875,771.380676269531,856.115600585938,878.184509277344,893.203308105469,391.770324707031,929.942565917969,1003.39208984375,405.723052978516,436.787780761719,484.272308349609,504.254760742188,554.254455566406,614.218383789063,659.072509765625,668.65380859375
676.2763671875,703.023864746094,748.908630371094,758.076171875,760.786743164063,764.279479980469,771.503601074219,856.263610839844,878.280944824219,893.298461914063,391.888671875,930.088562011719,1003.63647460938,405.816162109375,436.880889892578,484.367492675781,504.349426269531,554.348510742188,614.311889648438,659.164916992188,668.736022949219
676.362609863281,703.120178222656,748.995666503906,758.133728027344,760.846130371094,764.331604003906,771.620422363281,856.4033203125,878.373657226563,893.391174316406,392.006866455078,930.231506347656,1003.88092041016,405.909484863281,436.974395751953,484.462158203125,504.442810058594,554.443603515625,614.406066894531,659.257995605469,668.819091796875
676.441345214844,703.215637207031,749.07373046875,758.193908691406,760.911376953125,764.385620117188,771.741882324219,856.552307128906,878.468688964844,893.487121582031,392.124969482422,930.377990722656,1004.12512207031,406.003753662109,437.069122314453,484.555633544922,504.53662109375,554.5380859375,614.499938964844,659.354431152344,668.899475097656
676.521850585938,703.307800292969,749.15380859375,758.248779296875,760.9765625,764.444213867188,771.860290527344,856.693725585938,878.56396484375,893.580322265625,392.243072509766,930.521362304688,1004.36944580078,406.098266601563,437.1640625,484.649383544922,504.631317138672,554.631530761719,614.593078613281,659.44873046875,668.9814453125
676.608154296875,703.402221679688,749.2412109375,758.304138183594,761.037658691406,764.50390625,771.980590820313,856.839904785156,878.654663085938,893.6748046875,392.361480712891,930.667236328125,1004.61370849609,406.191192626953,437.257080078125,484.744659423828,504.72607421875,554.725646972656,614.689575195313,659.541259765625,669.064270019531
676.686889648438,703.498291015625,749.318908691406,758.358825683594,761.096740722656,764.559265136719,772.100158691406,856.985229492188,878.752014160156,893.769775390625,392.479827880859,930.811462402344,1004.85809326172,406.28466796875,437.350616455078,484.839233398438,504.8193359375,554.820617675781,614.781127929688,659.635681152344,669.14501953125
676.767456054688,703.59130859375,749.398864746094,758.4189453125,761.162048339844,764.612854003906,772.219543457031,857.127319335938,878.84716796875,893.863098144531,392.597961425781,930.954284667969,1005.10229492188,406.379089355469,437.445434570313,484.932769775391,504.913177490234,554.915161132813,614.875122070313,659.730529785156,669.22705078125
676.853759765625,703.686462402344,749.486877441406,758.475646972656,761.227233886719,764.669372558594,772.340270996094,857.2763671875,878.938720703125,893.957458496094,392.716003417969,931.101623535156,1005.34680175781,406.473449707031,437.540222167969,485.026489257813,505.007904052734,555.0087890625,614.970764160156,659.826599121094,669.309143066406
676.932556152344,703.778015136719,749.564147949219,758.531311035156,761.288146972656,764.72802734375,772.45849609375,857.414916992188,879.03515625,894.052368164063,392.834320068359,931.245056152344,1005.59118652344,406.566375732422,437.633422851563,485.121643066406,505.102691650391,555.102783203125,615.064331054688,659.919067382813,669.390747070313
677.012878417969,703.874572753906,749.643920898438,758.584838867188,761.347412109375,764.787109375,772.580383300781,857.563842773438,879.127563476563,894.145324707031,392.95263671875,931.390991210938,1005.83624267578,406.659973144531,437.726867675781,485.216430664063,505.195953369141,555.197814941406,615.158447265625,660.011596679688,669.47265625
677.098937988281,703.970153808594,749.732055664063,758.643371582031,761.412658691406,764.839477539063,772.697204589844,857.706665039063,879.222961425781,894.2412109375,393.070892333984,931.534301757813,1006.08117675781,406.754302978516,437.821563720703,485.309936523438,505.289794921875,555.292236328125,615.252136230469,660.108215332031,669.554077148438
677.177917480469,704.062316894531,749.809509277344,758.703125,761.477722167969,764.893981933594,772.820190429688,857.851379394531,879.318115234375,894.33447265625,393.189117431641,931.679443359375,1006.32592773438,406.848815917969,437.916564941406,485.403625488281,505.384460449219,555.386047363281,615.345275878906,660.202575683594,669.636413574219
677.258483886719,704.156494140625,749.889282226563,758.758361816406,761.538879394531,764.95263671875,772.935974121094,857.997985839844,879.4091796875,894.428833007813,393.307556152344,931.824768066406,1006.57122802734,406.941558837891,438.009735107422,485.498748779297,505.479309082031,555.479919433594,615.442016601563,660.295471191406,669.718017578125
677.344116210938,704.25244140625,749.977111816406,758.81298828125,761.598083496094,765.012756347656,773.060119628906,858.138977050781,879.506286621094,894.523864746094,393.42626953125,931.967529296875,1006.81646728516,407.035125732422,438.103118896484,485.593566894531,505.572540283203,555.574890136719,615.533447265625,660.389404296875,669.798889160156
677.423522949219,704.345886230469,750.054870605469,758.868591308594,761.663330078125,765.066955566406,773.174621582031,858.288330078125,879.601257324219,894.616943359375,393.544921875,932.114501953125,1007.06182861328,407.129516601563,438.197814941406,485.687042236328,505.666351318359,555.669372558594,615.627319335938,660.484252929688,669.882202148438
677.504150390625,704.441101074219,750.134521484375,758.928527832031,761.728454589844,765.120666503906,773.299743652344,858.427978515625,879.693237304688,894.711608886719,393.663452148438,932.258117675781,1007.30694580078,407.223937988281,438.292694091797,485.780700683594,505.761047363281,555.76318359375,615.723022460938,660.580688476563,669.963623046875
677.589416503906,704.532287597656,750.221862792969,758.984680175781,761.78955078125,765.177551269531,773.413330078125,858.575317382813,879.789367675781,894.806213378906,393.781951904297,932.403869628906,1007.55218505859,407.316802978516,438.385986328125,485.875885009766,505.855865478516,555.857177734375,615.816528320313,660.673095703125,670.0439453125
677.669006347656,704.628967285156,750.300354003906,759.040222167969,761.848693847656,765.236694335938,773.538391113281,858.719665527344,879.881408691406,894.899597167969,393.900238037109,932.547424316406,1007.79718017578,407.410430908203,438.479309082031,485.970581054688,505.949157714844,555.951965332031,615.910827636719,660.765380859375,670.128112792969
677.749938964844,704.724365234375,750.380004882813,759.094116210938,761.914123535156,765.294799804688,773.652038574219,858.862976074219,879.977355957031,894.995361328125,394.018615722656,932.691955566406,1008.04223632813,407.504730224609,438.574096679688,486.064208984375,506.042999267578,556.046508789063,616.00439453125,660.862182617188,670.208862304688
677.83447265625,704.816955566406,750.466979980469,759.153259277344,761.979187011719,765.347351074219,773.77734375,859.010192871094,880.072387695313,895.088562011719,394.137023925781,932.837951660156,1008.287109375,407.599182128906,438.669067382813,486.157806396484,506.137542724609,556.140563964844,616.097473144531,660.956481933594,670.2890625
677.914306640625,704.911193847656,750.5458984375,759.212036132813,762.040283203125,765.402526855469,773.891906738281,859.150695800781,880.163391113281,895.182922363281,394.254974365234,932.981262207031,1008.53173828125,407.691955566406,438.76220703125,486.252838134766,506.232421875,556.234313964844,616.194458007813,661.049743652344,670.373901367188
677.99560546875,705.006591796875,750.62548828125,759.267395019531,762.099548339844,765.460815429688,774.015991210938,859.299926757813,880.260681152344,895.277893066406,394.373352050781,933.127319335938,1008.77667236328,407.78564453125,438.85546875,486.347747802734,506.325744628906,556.329223632813,616.285888671875,661.143249511719,670.454345703125
678.07958984375,705.100402832031,750.711730957031,759.321350097656,762.164733886719,765.521667480469,774.131713867188,859.440795898438,880.355224609375,895.370849609375,394.491821289063,933.270874023438,1009.02124023438,407.880035400391,438.950347900391,486.441345214844,506.419586181641,556.423645019531,616.379455566406,661.237854003906,670.534118652344
678.159912109375,705.195434570313,750.791870117188,759.378295898438,762.229797363281,765.574584960938,774.254455566406,859.58740234375,880.447570800781,895.4658203125,394.610168457031,933.41650390625,1009.26586914063,407.974304199219,439.045196533203,486.534851074219,506.514129638672,556.517639160156,616.475158691406,661.334594726563,670.619750976563
678.241333007813,705.287353515625,750.870849609375,759.438232421875,762.290954589844,765.628356933594,774.371459960938,859.732055664063,880.54345703125,895.560180664063,394.728302001953,933.560974121094,1009.51019287109,408.067169189453,439.138397216797,486.629852294922,506.609130859375,556.611450195313,616.56884765625,661.427001953125,670.699584960938
678.324951171875,705.38330078125,750.956481933594,759.493835449219,762.350219726563,765.685791015625,774.492797851563,859.874572753906,880.635375976563,895.653930664063,394.846282958984,933.703491210938,1009.75451660156,408.160797119141,439.231811523438,486.724670410156,506.702301025391,556.706298828125,616.663269042969,661.51904296875,670.779541015625
678.405517578125,705.478942871094,751.037719726563,759.549011230469,762.415405273438,765.745300292969,774.611572265625,860.023193359375,880.731506347656,895.749328613281,394.964538574219,933.850891113281,1009.99877929688,408.255249023438,439.326568603516,486.818450927734,506.796112060547,556.80078125,616.756530761719,661.615905761719,670.865356445313
678.486877441406,705.571533203125,751.1162109375,759.603576660156,762.48046875,765.802368164063,774.73193359375,860.162170410156,880.826538085938,895.842712402344,395.082946777344,933.994995117188,1010.24279785156,408.349426269531,439.42138671875,486.912048339844,506.890655517578,556.894836425781,616.849609375,661.710327148438,670.945007324219
678.570007324219,705.665771484375,751.201354980469,759.6630859375,762.541748046875,765.855346679688,774.851745605469,860.311584472656,880.917907714844,895.936889648438,395.201263427734,934.140197753906,1010.48675537109,408.442443847656,439.514709472656,487.006896972656,506.985687255859,556.988525390625,616.946838378906,661.803833007813,671.024719238281
678.651306152344,705.7607421875,751.283508300781,759.720764160156,762.600769042969,765.911071777344,774.970886230469,860.453735351563,881.014953613281,896.031799316406,395.319427490234,934.283874511719,1010.73040771484,408.536071777344,439.608154296875,487.101776123047,507.078704833984,557.083435058594,617.038330078125,661.897033691406,671.110961914063
678.732482910156,705.854858398438,751.361694335938,759.776245117188,762.666259765625,765.969421386719,775.091796875,860.598937988281,881.109130859375,896.124755859375,395.437774658203,934.428588867188,1010.97369384766,408.630554199219,439.702697753906,487.195617675781,507.172790527344,557.177917480469,617.131713867188,661.991577148438,671.190307617188
678.815307617188,705.950012207031,751.445861816406,759.829772949219,762.731201171875,766.029907226563,775.209655761719,860.744812011719,881.202026367188,896.220153808594,395.556488037109,934.57421875,1011.21325683594,408.724639892578,439.797698974609,487.289093017578,507.267272949219,557.272033691406,617.2275390625,662.088562011719,671.27001953125
678.897277832031,706.041931152344,751.529235839844,759.888000488281,762.792358398438,766.082214355469,775.331848144531,860.886291503906,881.297546386719,896.314208984375,395.675048828125,934.717163085938,1011.45904541016,408.817626953125,439.890960693359,487.383911132813,507.362335205078,557.36572265625,617.321105957031,662.181091308594,671.356567382813
678.978149414063,706.137512207031,751.607177734375,759.947692871094,762.851501464844,766.136108398438,775.448425292969,861.035888671875,881.389343261719,896.408081054688,395.793640136719,934.863891601563,1011.70471191406,408.911285400391,439.984344482422,487.478851318359,507.455291748047,557.46044921875,617.415588378906,662.272766113281,671.435668945313
679.060546875,706.233215332031,751.690612792969,760.003051757813,762.916870117188,766.1943359375,775.57177734375,861.175109863281,881.485656738281,896.503356933594,395.911956787109,935.007751464844,1011.95050048828,409.005798339844,440.079040527344,487.572814941406,507.54931640625,557.555053710938,617.508728027344,662.369689941406,671.515563964844
679.143249511719,706.326110839844,751.774780273438,760.057922363281,762.981872558594,766.25390625,775.687133789063,861.323059082031,881.580871582031,896.596801757813,396.030212402344,935.153015136719,1012.19610595703,409.099731445313,440.173919677734,487.666137695313,507.643798828125,557.649291992188,617.601745605469,662.464111328125,671.602172851563
679.223449707031,706.420471191406,751.852661132813,760.113098144531,763.043151855469,766.309875488281,775.811462402344,861.466796875,881.67236328125,896.691162109375,396.148559570313,935.296997070313,1012.44152832031,409.192901611328,440.267242431641,487.760864257813,507.73876953125,557.742919921875,617.699340820313,662.557983398438,671.680969238281
679.305725097656,706.514770507813,751.935424804688,760.1728515625,763.102233886719,766.363159179688,775.925720214844,861.610107421875,881.769287109375,896.786010742188,396.266815185547,935.441040039063,1012.68682861328,409.286437988281,440.360595703125,487.855865478516,507.831970214844,557.837646484375,617.790649414063,662.65087890625,671.76123046875
679.389282226563,706.609313964844,752.020202636719,760.229553222656,763.167663574219,766.41943359375,776.050354003906,861.757141113281,881.863098144531,896.878662109375,396.385375976563,935.587280273438,1012.93206787109,409.381072998047,440.455261230469,487.949859619141,507.925994873047,557.932189941406,617.883850097656,662.745178222656,671.847900390625
679.469116210938,706.704406738281,752.098205566406,760.28515625,763.232543945313,766.478088378906,776.16455078125,861.897766113281,881.956481933594,896.974304199219,396.503692626953,935.73095703125,1013.17730712891,409.474945068359,440.550170898438,488.043304443359,508.020263671875,558.026489257813,617.979919433594,662.842346191406,671.92626953125
679.550903320313,706.796813964844,752.180358886719,760.339050292969,763.293762207031,766.537658691406,776.289306640625,862.047485351563,882.051818847656,897.068237304688,396.6220703125,935.876770019531,1013.42260742188,409.567993164063,440.643493652344,488.137847900391,508.115539550781,558.120056152344,618.073425292969,662.934997558594,672.007080078125
679.635192871094,706.891784667969,752.265686035156,760.397583007813,763.352844238281,766.58984375,776.403198242188,862.187927246094,882.143310546875,897.16259765625,396.740295410156,936.020385742188,1013.66809082031,409.661743164063,440.736877441406,488.232940673828,508.208526611328,558.214660644531,618.167907714844,663.026672363281,672.093078613281
679.714599609375,706.987548828125,752.343627929688,760.45703125,763.418212890625,766.644104003906,776.528015136719,862.334838867188,882.239929199219,897.257446289063,396.858642578125,936.16552734375,1013.91278076172,409.756317138672,440.831451416016,488.327056884766,508.302520751953,558.309326171875,618.260925292969,663.123291015625,672.171447753906
679.796203613281,707.08056640625,752.425109863281,760.512390136719,763.483337402344,766.702758789063,776.642944335938,862.47900390625,882.335083007813,897.350769042969,396.976776123047,936.310363769531,1014.15759277344,409.850067138672,440.926483154297,488.420349121094,508.397003173828,558.403747558594,618.353942871094,663.2177734375,672.252807617188
679.881042480469,707.175231933594,752.511108398438,760.566528320313,763.544616699219,766.762817382813,776.766845703125,862.621948242188,882.426635742188,897.445251464844,397.094940185547,936.453002929688,1014.40197753906,409.943237304688,441.019744873047,488.514923095703,508.492034912109,558.497314453125,618.451782226563,663.312133789063,672.337829589844
679.960144042969,707.268798828125,752.589050292969,760.622863769531,763.603515625,766.817565917969,776.8828125,862.769958496094,882.523498535156,897.540283203125,397.213134765625,936.600280761719,1014.64660644531,410.036895751953,441.113098144531,488.609924316406,508.585144042969,558.591613769531,618.543029785156,663.405029296875,672.416931152344
680.041564941406,707.363708496094,752.670227050781,760.682434082031,763.669067382813,766.871032714844,777.005310058594,862.909240722656,882.617004394531,897.632446289063,397.331481933594,936.744812011719,1014.89105224609,410.131500244141,441.207733154297,488.704223632813,508.679168701172,558.686401367188,618.635925292969,663.498901367188,672.498657226563
680.126892089844,707.458801269531,752.756713867188,760.738708496094,763.734069824219,766.927795410156,777.122741699219,863.059265136719,882.710876464844,897.728454589844,397.450012207031,936.889587402344,1015.13549804688,410.225158691406,441.302642822266,488.797546386719,508.773498535156,558.781005859375,618.732116699219,663.59619140625,672.582946777344
680.205688476563,707.551513671875,752.834594726563,760.793762207031,763.795227050781,766.986694335938,777.243957519531,863.200744628906,882.805786132813,897.822204589844,397.568359375,937.033508300781,1015.37963867188,410.318450927734,441.395965576172,488.891998291016,508.868560791016,558.874389648438,618.82568359375,663.68896484375,672.662353515625
680.286560058594,707.646118164063,752.91552734375,760.848327636719,763.854309082031,767.045349121094,777.362854003906,863.346557617188,882.897583007813,897.916748046875,397.686492919922,937.177673339844,1015.62396240234,410.412139892578,441.489440917969,488.986968994141,508.961700439453,558.968811035156,618.920227050781,663.780517578125,672.744445800781
680.372680664063,707.741943359375,753.002014160156,760.907409667969,763.919616699219,767.097717285156,777.483215332031,863.49169921875,882.994384765625,898.011352539063,397.805053710938,937.323791503906,1015.86810302734,410.5068359375,441.583984375,489.081359863281,509.055755615234,559.063598632813,619.013122558594,663.877075195313,672.828002929688
680.451293945313,707.835083007813,753.080017089844,760.966003417969,763.984741210938,767.152526855469,777.603332519531,863.633605957031,883.089294433594,898.104736328125,397.923675537109,937.466918945313,1016.11242675781,410.600341796875,441.678863525391,489.174652099609,509.150054931641,559.158203125,619.106140136719,663.971496582031,672.908020019531
680.531677246094,707.9296875,753.160827636719,761.021240234375,764.0458984375,767.211120605469,777.722290039063,863.782592773438,883.180969238281,898.199401855469,398.041931152344,937.613159179688,1016.35693359375,410.693634033203,441.772186279297,489.269073486328,509.245025634766,559.251708984375,619.204040527344,664.066467285156,672.990112304688
680.618225097656,708.02294921875,753.247619628906,761.075012207031,764.104919433594,767.271606445313,777.843322753906,863.922302246094,883.277709960938,898.294372558594,398.160217285156,937.757568359375,1016.60186767578,410.787322998047,441.865753173828,489.364135742188,509.338317871094,559.345886230469,619.295288085938,664.158996582031,673.072998046875
680.69677734375,708.1181640625,753.325317382813,761.132507324219,764.170288085938,767.3251953125,777.961242675781,864.070678710938,883.370971679688,898.386352539063,398.278503417969,937.902282714844,1016.84698486328,410.882049560547,441.960174560547,489.458374023438,509.432373046875,559.440734863281,619.38818359375,664.252563476563,673.15380859375
680.777099609375,708.213317871094,753.405944824219,761.192138671875,764.235290527344,767.378784179688,778.083435058594,864.213745117188,883.46533203125,898.482543945313,398.396881103516,938.046691894531,1017.09210205078,410.975463867188,442.055023193359,489.551879882813,509.526641845703,559.535400390625,619.484436035156,664.35009765625,673.235534667969
680.863647460938,708.306091308594,753.4931640625,761.247863769531,764.296691894531,767.436096191406,778.200073242188,864.357543945313,883.56005859375,898.576293945313,398.515502929688,938.190124511719,1017.33709716797,411.06884765625,442.148559570313,489.646118164063,509.621643066406,559.62890625,619.578002929688,664.443054199219,673.318115234375
680.9423828125,708.400390625,753.570495605469,761.302673339844,764.355590820313,767.4951171875,778.323364257813,864.503967285156,883.651916503906,898.671020507813,398.633880615234,938.336547851563,1017.58197021484,411.162567138672,442.241912841797,489.741149902344,509.714935302734,559.722961425781,619.672607421875,664.53466796875,673.399536132813
681.022644042969,708.496215820313,753.650939941406,761.357727050781,764.421020507813,767.552978515625,778.438537597656,864.645202636719,883.748657226563,898.765563964844,398.752136230469,938.480651855469,1017.82720947266,411.25732421875,442.336456298828,489.835601806641,509.808959960938,559.817810058594,619.765258789063,664.630859375,673.481079101563
